,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:21.164
7,2,Kimi Räikkönen,Ferrari,1:21.828
5,3,Sebastian Vettel,Ferrari,1:21.838
33,4,Max Verstappen,Red Bull Racing TAG Heuer,1:21.879
20,5,Kevin Magnussen,Haas Ferrari,1:23.187
8,6,Romain Grosjean,Haas Ferrari,1:23.339
27,7,Nico Hulkenberg,Renault,1:23.532
3,8,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:22.152
55,9,Carlos Sainz,Renault,1:23.577
14,10,Fernando Alonso,McLaren Renault,1:23.692
2,11,Stoffel Vandoorne,McLaren Renault,1:23.853
11,12,Sergio Perez,Force India Mercedes,1:24.005
18,13,Lance Stroll,Williams Mercedes,1:24.230
31,14,Esteban Ocon,Force India Mercedes,1:24.786
77,15,Valtteri Bottas,Mercedes,
28,16,Brendon Hartley,Scuderia Toro Rosso Honda,1:24.532
9,17,Marcus Ericsson,Sauber Ferrari,1:24.556
16,18,Charles Leclerc,Sauber Ferrari,1:24.636
35,19,Sergey Sirotkin,Williams Mercedes,1:24.922
10,20,Pierre Gasly,Scuderia Toro Rosso Honda,1:25.295
