,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:35.439,1:33.708,1:33.185,12
44,2,Lewis Hamilton,Mercedes,1:35.323,1:33.872,1:33.464,12
3,3,Daniel Ricciardo,Red Bull Racing Renault,1:36.220,1:34.592,1:34.051,16
77,4,Valtteri Bottas,Williams Mercedes,1:34.934,1:34.842,1:34.247,15
11,5,Sergio Perez,Force India Mercedes,1:34.998,1:34.747,1:34.346,19
7,6,Kimi Räikkönen,Ferrari,1:35.234,1:34.925,1:34.368,15
22,7,Jenson Button,McLaren Mercedes,1:35.699,1:34.714,1:34.387,17
19,8,Felipe Massa,Williams Mercedes,1:35.085,1:34.842,1:34.511,14
20,9,Kevin Magnussen,McLaren Mercedes,1:35.288,1:34.904,1:34.712,17
14,10,Fernando Alonso,Ferrari,1:35.251,1:34.723,1:34.992,17
1,11,Sebastian Vettel,Red Bull Racing Renault,1:35.549,1:34.985,,9
27,12,Nico Hulkenberg,Force India Mercedes,1:34.874,1:35.116,,12
26,13,Daniil Kvyat,STR Renault,1:35.395,1:35.145,,14
25,14,Jean-Eric Vergne,STR Renault,1:35.815,1:35.286,,14
21,15,Esteban Gutierrez ,Sauber Ferrari,1:36.567,1:35.891,,14
8,16,Romain Grosjean,Lotus Renault,1:36.654,1:35.908,,10
13,17,Pastor Maldonado,Lotus Renault,1:36.663,,,7
99,18,Adrian Sutil,Sauber Ferrari,1:36.840,,,5
10,19,Kamui Kobayashi,Caterham Renault,1:37.085,,,6
17,20,Jules Bianchi,Marussia Ferrari,1:37.310,,,6
9,21,Marcus Ericsson,Caterham Renault,1:37.875,,,7
4,22,Max Chilton,Marussia Ferrari,1:37.913,,,6
