,Position,Driver,Car,Time
2,1,Alain Prost,Williams Renault,1:17.809
0,2,Damon Hill,Williams Renault,1:18.346
8,3,Ayrton Senna,McLaren Ford,1:19.722
5,4,Michael Schumacher,Benetton Ford,1:20.520
6,5,Riccardo Patrese,Benetton Ford,1:20.600
29,6,Karl Wendlinger,Sauber,1:21.203
7,7,Michael Andretti,McLaren Ford,1:21.360
27,8,Jean Alesi,Ferrari,1:21.767
30,9,Jyrki Jarvilehto,Sauber,1:22.047
12,10,Johnny Herbert,Lotus Ford,1:22.470
28,11,Gerhard Berger,Ferrari,1:22.655
26,12,Mark Blundell,Ligier Renault,1:22.708
19,13,Philippe Alliot,Larrousse Lamborghini,1:22.887
20,14,Erik Comas,Larrousse Lamborghini,1:22.904
11,15,Alessandro Zanardi,Lotus Ford,1:23.026
9,16,Derek Warwick,Footwork Mugen Honda,1:23.086
14,17,Rubens Barrichello,Jordan Hart,1:23.232
25,18,Martin Brundle,Ligier Renault,1:23.357
10,19,Aguri Suzuki,Footwork Mugen Honda,1:23.432
23,20,Christian Fittipaldi,Minardi Ford,1:23.449
15,21,Thierry Boutsen,Jordan Hart,1:23.464
22,22,Luca Badoer,Lola Ferrari,1:24.268
3,23,Ukyo Katayama,Tyrrell Yamaha,1:24.291
4,24,Andrea de Cesaris,Tyrrell Yamaha,1:24.358
24,25,Fabrizio Barbazza,Minardi Ford,1:24.399
