,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:45.682,12
7,2,Kimi Räikkönen,Ferrari,+0.450s,12
26,3,Daniil Kvyat,Red Bull Racing Renault,+0.485s,19
3,4,Daniel Ricciardo,Red Bull Racing Renault,+0.677s,14
44,5,Lewis Hamilton,Mercedes,+1.120s,15
6,6,Nico Rosberg,Mercedes,+1.541s,16
14,7,Fernando Alonso,McLaren Honda,+1.555s,14
55,8,Carlos Sainz,STR Renault,+1.619s,18
33,9,Max Verstappen,STR Renault,+1.782s,17
9,10,Marcus Ericsson,Sauber Ferrari,+1.886s,20
77,11,Valtteri Bottas,Williams Mercedes,+1.905s,20
27,12,Nico Hulkenberg,Force India Mercedes,+1.958s,16
22,13,Jenson Button,McLaren Honda,+2.033s,14
19,14,Felipe Massa,Williams Mercedes,+2.051s,21
13,15,Pastor Maldonado,Lotus Mercedes,+2.135s,16
11,16,Sergio Perez,Force India Mercedes,+2.320s,15
8,17,Romain Grosjean,Lotus Mercedes,+2.434s,15
12,18,Felipe Nasr,Sauber Ferrari,+3.250s,20
53,19,Alexander Rossi,Marussia Ferrari,+6.906s,26
28,20,Will Stevens,Marussia Ferrari,+9.611s,22
