,Position,Driver,Car,Time
5,1,Sebastian Vettel,Ferrari,1:43.885
3,2,Daniel Ricciardo,Red Bull Racing Renault,1:44.428
7,3,Kimi Räikkönen,Ferrari,1:44.667
26,4,Daniil Kvyat,Red Bull Racing Renault,1:44.745
44,5,Lewis Hamilton,Mercedes,1:45.300
6,6,Nico Rosberg,Mercedes,1:45.415
77,7,Valtteri Bottas,Williams Mercedes,1:45.676
33,8,Max Verstappen,STR Renault,1:45.798
19,9,Felipe Massa,Williams Mercedes,1:46.077
8,10,Romain Grosjean,Lotus Mercedes,1:46.413
27,11,Nico Hulkenberg,Force India Mercedes,1:46.305
14,12,Fernando Alonso,McLaren Honda,1:46.328
11,13,Sergio Perez,Force India Mercedes,1:46.385
55,14,Carlos Sainz,STR Renault,1:46.894
22,15,Jenson Button,McLaren Honda,1:47.019
12,16,Felipe Nasr,Sauber Ferrari,1:46.965
9,17,Marcus Ericsson,Sauber Ferrari,1:47.088
13,18,Pastor Maldonado,Lotus Mercedes,1:47.323
28,19,Will Stevens,Marussia Ferrari,1:51.021
53,20,Alexander Rossi,Marussia Ferrari,1:51.523
