,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:47.995,27
44,2,Lewis Hamilton,Mercedes,+0.319s,24
3,3,Daniel Ricciardo,Red Bull Racing Renault,+0.336s,21
5,4,Sebastian Vettel,Ferrari,+0.499s,23
7,5,Kimi Räikkönen,Ferrari,+0.790s,20
77,6,Valtteri Bottas,Williams Mercedes,+1.385s,19
33,7,Max Verstappen,STR Renault,+1.471s,17
27,8,Nico Hulkenberg,Force India Mercedes,+1.859s,21
55,9,Carlos Sainz,STR Renault,+2.024s,28
13,10,Pastor Maldonado,Lotus Mercedes,+2.073s,21
14,11,Fernando Alonso,McLaren Honda,+2.128s,21
11,12,Sergio Perez,Force India Mercedes,+2.130s,23
12,13,Felipe Nasr,Sauber Ferrari,+2.163s,18
8,14,Romain Grosjean,Lotus Mercedes,+2.346s,23
22,15,Jenson Button,McLaren Honda,+2.460s,21
9,16,Marcus Ericsson,Sauber Ferrari,+2.888s,21
19,17,Felipe Massa,Williams Mercedes,+3.040s,18
26,18,Daniil Kvyat,Red Bull Racing Renault,+3.193s,8
28,19,Will Stevens,Marussia Ferrari,+5.908s,20
53,20,Alexander Rossi,Marussia Ferrari,+5.923s,18
