,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Sebastian Vettel,Ferrari,1:46.017,1:44.743,1:43.885,14
3,2,Daniel Ricciardo,Red Bull Racing Renault,1:46.166,1:45.291,1:44.428,17
7,3,Kimi Räikkönen,Ferrari,1:46.467,1:45.140,1:44.667,17
26,4,Daniil Kvyat,Red Bull Racing Renault,1:45.340,1:44.979,1:44.745,15
44,5,Lewis Hamilton,Mercedes,1:45.765,1:45.650,1:45.300,16
6,6,Nico Rosberg,Mercedes,1:46.201,1:45.653,1:45.415,17
77,7,Valtteri Bottas,Williams Mercedes,1:46.231,1:45.887,1:45.676,20
33,8,Max Verstappen,STR Renault,1:46.483,1:45.635,1:45.798,16
19,9,Felipe Massa,Williams Mercedes,1:46.879,1:45.701,1:46.077,19
8,10,Romain Grosjean,Lotus Mercedes,1:46.860,1:45.805,1:46.413,18
27,11,Nico Hulkenberg,Force India Mercedes,1:46.669,1:46.305,,12
14,12,Fernando Alonso,McLaren Honda,1:46.600,1:46.328,,12
11,13,Sergio Perez,Force India Mercedes,1:46.576,1:46.385,,13
55,14,Carlos Sainz,STR Renault,1:46.465,1:46.894,,13
22,15,Jenson Button,McLaren Honda,1:46.891,1:47.019,,12
12,16,Felipe Nasr,Sauber Ferrari,1:46.965,,,8
9,17,Marcus Ericsson,Sauber Ferrari,1:47.088,,,6
13,18,Pastor Maldonado,Lotus Mercedes,1:47.323,,,6
28,19,Will Stevens,Marussia Ferrari,1:51.021,,,8
53,20,Alexander Rossi,Marussia Ferrari,1:51.523,,,8
