,Position,Driver,Car,Laps,Time,Points
5,1,Sebastian Vettel,Ferrari,61,2:01:22.118,25
3,2,Daniel Ricciardo,Red Bull Racing Renault,61,+1.478s,18
7,3,Kimi Räikkönen,Ferrari,61,+17.154s,15
6,4,Nico Rosberg,Mercedes,61,+24.720s,12
77,5,Valtteri Bottas,Williams Mercedes,61,+34.204s,10
26,6,Daniil Kvyat,Red Bull Racing Renault,61,+35.508s,8
11,7,Sergio Perez,Force India Mercedes,61,+50.836s,6
33,8,Max Verstappen,STR Renault,61,+51.450s,4
55,9,Carlos Sainz,STR Renault,61,+52.860s,2
12,10,Felipe Nasr,Sauber Ferrari,61,+90.045s,1
9,11,Marcus Ericsson,Sauber Ferrari,61,+97.507s,0
13,12,Pastor Maldonado,Lotus Mercedes,61,+97.718s,0
8,13,Romain Grosjean,Lotus Mercedes,59,DNF,0
53,14,Alexander Rossi,Marussia Ferrari,59,+2 laps,0
28,15,Will Stevens,Marussia Ferrari,59,+2 laps,0
22,NC,Jenson Button,McLaren Honda,52,DNF,0
14,NC,Fernando Alonso,McLaren Honda,33,DNF,0
44,NC,Lewis Hamilton,Mercedes,32,DNF,0
19,NC,Felipe Massa,Williams Mercedes,30,DNF,0
27,NC,Nico Hulkenberg,Force India Mercedes,12,DNF,0
