,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Mika Hakkinen,McLaren Mercedes,50,1:25.595,243.645
3,2,Michael Schumacher,Ferrari,36,1:25.663,243.451
23,3,Ricardo Zonta,BAR Honda,22,1:26.433,241.282
9,4,Ralf Schumacher,Williams BMW,49,1:26.636,240.717
11,5,Giancarlo Fisichella,Benetton Playlife,46,1:26.731,240.453
12,6,Alexander Wurz,Benetton Playlife,44,1:26.869,240.071
19,7,Jos Verstappen,Arrows Supertec,31,1:27.033,239.619
16,8,Pedro Diniz,Sauber Petronas,44,1:27.215,239.119
17,9,Mika Salo,Sauber Petronas,26,1:27.297,238.894
14,10,Jean Alesi,Prost Peugeot,47,1:27.978,237.045
22,11,Jacques Villeneuve,BAR Honda,14,1:28.038,236.884
20,12,Marc Gene,Minardi Fondmetal,31,1:28.131,236.634
21,13,Gaston Mazzacane,Minardi Fondmetal,49,1:28.299,236.183
15,14,Nick Heidfeld,Prost Peugeot,14,1:29.580,232.806
10,15,Jenson Button,Williams BMW,8,2:27.131,141.743
