,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Michael Schumacher,Ferrari,25,1:40.267,
8,2,Heinz-Harald Frentzen,Jordan Mugen Honda,53,1:40.631,198.260
16,3,Rubens Barrichello,Stewart Ford,55,1:40.810,197.908
9,4,Giancarlo Fisichella,Benetton Playlife,36,1:40.960,197.614
1,5,Mika Hakkinen,McLaren Mercedes,49,1:41.103,197.335
4,6,Eddie Irvine,Ferrari,38,1:41.254,197.041
11,7,Jean Alesi,Sauber Petronas,56,1:41.328,196.897
17,8,Johnny Herbert,Stewart Ford,50,1:41.383,196.790
12,9,Pedro Diniz,Sauber Petronas,20,1:41.639,196.294
22,10,Jacques Villeneuve,BAR Supertec,35,1:41.769,196.043
10,11,Alexander Wurz,Benetton Playlife,36,1:41.950,195.695
5,12,Alessandro Zanardi,Williams Supertec,27,1:42.056,195.492
21,13,Marc Gene,Minardi Ford,54,1:42.490,194.664
2,14,David Coulthard,McLaren Mercedes,11,1:42.940,193.813
14,15,Pedro de la Rosa,Arrows,22,1:43.885,192.050
20,16,Luca Badoer,Minardi Ford,9,1:46.367,187.569
6,17,Ralf Schumacher,Williams Supertec,5,1:46.418,187.479
15,18,Toranosuke Takagi,Arrows,4,1:46.441,187.439
23,19,Ricardo Zonta,BAR Supertec,2,1:46.444,187.433
18,20,Olivier Panis,Prost Peugeot,4,1:46.874,186.679
