,Position,Driver,Car,Time / Gap,Laps
22,1,Jacques Villeneuve,BAR Supertec,1:42.407,28
2,2,David Coulthard,McLaren Mercedes,+0.112s,38
11,3,Jean Alesi,Sauber Petronas,+0.294s,35
4,4,Eddie Irvine,Ferrari,+0.318s,40
3,5,Michael Schumacher,Ferrari,+0.468s,37
12,6,Pedro Diniz,Sauber Petronas,+0.599s,35
16,7,Rubens Barrichello,Stewart Ford,+0.635s,40
1,8,Mika Hakkinen,McLaren Mercedes,+0.746s,34
10,9,Alexander Wurz,Benetton Playlife,+0.904s,42
17,10,Johnny Herbert,Stewart Ford,+0.942s,37
9,11,Giancarlo Fisichella,Benetton Playlife,+0.996s,27
7,12,Damon Hill,Jordan Mugen Honda,+1.010s,38
18,13,Olivier Panis,Prost Peugeot,+1.093s,22
8,14,Heinz-Harald Frentzen,Jordan Mugen Honda,+1.270s,44
19,15,Jarno Trulli,Prost Peugeot,+1.386s,34
20,16,Luca Badoer,Minardi Ford,+2.411s,17
23,17,Ricardo Zonta,BAR Supertec,+2.561s,15
6,18,Ralf Schumacher,Williams Supertec,+2.757s,26
14,19,Pedro de la Rosa,Arrows,+2.990s,28
5,20,Alessandro Zanardi,Williams Supertec,+3.426s,40
15,21,Toranosuke Takagi,Arrows,+4.283s,37
21,22,Marc Gene,Minardi Ford,+7.044s,22
