,Position,Driver,Car,Laps,Time,Points
2,1,Felipe Massa,Ferrari,71,1:34:11.435,10
5,2,Fernando Alonso,Renault,71,+13.298s,8
1,3,Kimi Räikkönen,Ferrari,71,+16.235s,6
15,4,Sebastian Vettel,STR Ferrari,71,+38.011s,5
22,5,Lewis Hamilton,McLaren Mercedes,71,+38.907s,4
12,6,Timo Glock,Toyota,71,+44.368s,3
23,7,Heikki Kovalainen,McLaren Mercedes,71,+55.074s,2
11,8,Jarno Trulli,Toyota,71,+68.463s,1
10,9,Mark Webber,Red Bull Renault,71,+79.666s,0
3,10,Nick Heidfeld,Sauber BMW,70,+1 lap,0
4,11,Robert Kubica,Sauber BMW,70,+1 lap,0
7,12,Nico Rosberg,Williams Toyota,70,+1 lap,0
16,13,Jenson Button,Honda,70,+1 lap,0
14,14,Sebastien Bourdais,STR Ferrari,70,+1 lap,0
17,15,Rubens Barrichello,Honda,70,+1 lap,0
20,16,Adrian Sutil,Force India Ferrari,69,+2 laps,0
8,17,Kazuki Nakajima,Williams Toyota,69,+2 laps,0
21,18,Giancarlo Fisichella,Force India Ferrari,69,+2 laps,0
6,NC,Nelson Piquet,Renault,0,DNF,0
9,NC,David Coulthard,Red Bull Renault,0,DNF,0
