,Position,Driver,Car,Time / Gap,Laps
5,1,Fernando Alonso,Renault,1:12.141,19
22,2,Lewis Hamilton,McLaren Mercedes,+0.071s,18
23,3,Heikki Kovalainen,McLaren Mercedes,+0.084s,18
2,4,Felipe Massa,Ferrari,+0.171s,17
15,5,Sebastian Vettel,STR Ferrari,+0.248s,19
3,6,Nick Heidfeld,Sauber BMW,+0.261s,19
14,7,Sebastien Bourdais,STR Ferrari,+0.285s,18
10,8,Mark Webber,Red Bull Renault,+0.312s,18
6,9,Nelson Piquet,Renault,+0.316s,24
11,10,Jarno Trulli,Toyota,+0.316s,19
7,11,Nico Rosberg,Williams Toyota,+0.484s,16
1,12,Kimi Räikkönen,Ferrari,+0.557s,18
12,13,Timo Glock,Toyota,+0.571s,22
4,14,Robert Kubica,Sauber BMW,+0.830s,22
8,15,Kazuki Nakajima,Williams Toyota,+0.913s,19
9,16,David Coulthard,Red Bull Renault,+0.917s,22
17,17,Rubens Barrichello,Honda,+0.994s,24
16,18,Jenson Button,Honda,+1.137s,23
21,19,Giancarlo Fisichella,Force India Ferrari,+1.319s,22
20,20,Adrian Sutil,Force India Ferrari,+1.539s,22
