,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Mika Hakkinen,McLaren Mercedes,26,1:39.189,212.830
3,2,Michael Schumacher,Ferrari,27,1:39.443,212.286
2,3,David Coulthard,McLaren Mercedes,26,1:40.058,210.981
4,4,Rubens Barrichello,Ferrari,26,1:40.218,210.644
10,5,Jenson Button,Williams BMW,23,1:40.699,209.638
22,6,Jacques Villeneuve,BAR Honda,18,1:40.739,209.555
9,7,Ralf Schumacher,Williams BMW,23,1:40.900,209.221
6,8,Jarno Trulli,Jordan Mugen Honda,12,1:40.967,209.082
23,9,Ricardo Zonta,BAR Honda,26,1:40.980,209.055
16,10,Pedro Diniz,Sauber Petronas,25,1:41.002,209.009
7,11,Eddie Irvine,Jaguar Cosworth,18,1:41.154,208.695
5,12,Heinz-Harald Frentzen,Jordan Mugen Honda,15,1:41.185,208.631
8,13,Johnny Herbert,Jaguar Cosworth,17,1:41.226,208.547
17,14,Mika Salo,Sauber Petronas,26,1:41.634,207.710
18,15,Pedro de la Rosa,Arrows Supertec,26,1:42.079,206.804
15,16,Nick Heidfeld,Prost Peugeot,25,1:42.356,206.244
11,17,Giancarlo Fisichella,Benetton Playlife,14,1:42.416,206.124
14,18,Jean Alesi,Prost Peugeot,19,1:42.737,205.480
19,19,Jos Verstappen,Arrows Supertec,8,1:42.786,205.382
12,20,Alexander Wurz,Benetton Playlife,15,1:42.795,205.364
20,21,Marc Gene,Minardi Fondmetal,17,1:42.815,205.324
21,22,Gaston Mazzacane,Minardi Fondmetal,15,1:43.997,202.990
