,Position,Driver,Car,Laps,Time,Points
3,1,Michael Schumacher,Ferrari,53,1:29:53.435,10
1,2,Mika Hakkinen,McLaren Mercedes,53,+1.837s,6
2,3,David Coulthard,McLaren Mercedes,53,+69.914s,4
4,4,Rubens Barrichello,Ferrari,53,+79.190s,3
10,5,Jenson Button,Williams BMW,53,+85.694s,2
22,6,Jacques Villeneuve,BAR Honda,52,+1 lap,1
8,7,Johnny Herbert,Jaguar Cosworth,52,+1 lap,0
7,8,Eddie Irvine,Jaguar Cosworth,52,+1 lap,0
23,9,Ricardo Zonta,BAR Honda,52,+1 lap,0
17,10,Mika Salo,Sauber Petronas,52,+1 lap,0
16,11,Pedro Diniz,Sauber Petronas,52,+1 lap,0
18,12,Pedro de la Rosa,Arrows Supertec,52,+1 lap,0
6,13,Jarno Trulli,Jordan Mugen Honda,52,+1 lap,0
11,14,Giancarlo Fisichella,Benetton Playlife,52,+1 lap,0
21,15,Gaston Mazzacane,Minardi Fondmetal,51,+2 laps,0
20,NC,Marc Gene,Minardi Fondmetal,46,DNF,0
9,NC,Ralf Schumacher,Williams BMW,41,DNF,0
15,NC,Nick Heidfeld,Prost Peugeot,41,DNF,0
12,NC,Alexander Wurz,Benetton Playlife,37,DNF,0
5,NC,Heinz-Harald Frentzen,Jordan Mugen Honda,29,DNF,0
14,NC,Jean Alesi,Prost Peugeot,19,DNF,0
19,NC,Jos Verstappen,Arrows Supertec,9,DNF,0
