,Position,Driver,Car,Time
3,1,Michael Schumacher,Ferrari,1:35.825
1,2,Mika Hakkinen,McLaren Mercedes,1:35.834
2,3,David Coulthard,McLaren Mercedes,1:36.236
4,4,Rubens Barrichello,Ferrari,1:36.330
10,5,Jenson Button,Williams BMW,1:36.628
9,6,Ralf Schumacher,Williams BMW,1:36.788
7,7,Eddie Irvine,Jaguar Cosworth,1:36.899
5,8,Heinz-Harald Frentzen,Jordan Mugen Honda,1:37.243
22,9,Jacques Villeneuve,BAR Honda,1:37.267
8,10,Johnny Herbert,Jaguar Cosworth,1:37.329
12,11,Alexander Wurz,Benetton Playlife,1:37.348
11,12,Giancarlo Fisichella,Benetton Playlife,1:37.479
18,13,Pedro de la Rosa,Arrows Supertec,1:37.652
19,14,Jos Verstappen,Arrows Supertec,1:37.674
6,15,Jarno Trulli,Jordan Mugen Honda,1:37.679
15,16,Nick Heidfeld,Prost Peugeot,1:38.141
14,17,Jean Alesi,Prost Peugeot,1:38.209
23,18,Ricardo Zonta,BAR Honda,1:38.269
17,19,Mika Salo,Sauber Petronas,1:38.490
16,20,Pedro Diniz,Sauber Petronas,1:38.576
20,21,Marc Gene,Minardi Fondmetal,1:39.972
21,22,Gaston Mazzacane,Minardi Fondmetal,1:40.462
