,Position,Driver,Car,Time
5,1,Nigel Mansell,Williams Renault,1:37.360
6,2,Riccardo Patrese,Williams Renault,1:38.219
1,3,Ayrton Senna,McLaren Honda,1:38.375
2,4,Gerhard Berger,McLaren Honda,1:40.296
19,5,Michael Schumacher,Benetton Ford,1:40.922
12,6,Johnny Herbert,Lotus Ford,1:41.030
11,7,Mika Hakkinen,Lotus Ford,1:41.415
26,8,Erik Comas,Ligier Renault,1:42.187
4,9,Andrea de Cesaris,Tyrrell Ilmor,1:42.361
25,10,Thierry Boutsen,Ligier Renault,1:42.428
28,11,Nicola Larini,Ferrari,1:42.488
23,12,Christian Fittipaldi,Minardi Lamborghini,1:42.617
20,13,Martin Brundle,Benetton Ford,1:42.626
24,14,Gianni Morbidelli,Minardi Lamborghini,1:42.627
27,15,Jean Alesi,Ferrari,1:42.824
10,16,Aguri Suzuki,Footwork Mugen Honda,1:43.029
32,17,Stefano Modena,Jordan Yamaha,1:43.117
29,18,Bertrand Gachot,Venturi Lamborghini,1:43.156
22,19,Pierluigi Martini,Dallara Ferrari,1:43.251
30,20,Ukyo Katayama,Venturi Lamborghini,1:43.488
3,21,Olivier Grouillard,Tyrrell Ilmor,1:43.941
21,22,Jyrki Jarvilehto,Dallara Ferrari,1:44.037
16,23,Jan Lammers,March Ilmor,1:44.075
9,24,Michele Alboreto,Footwork Mugen Honda,1:44.149
33,25,Mauricio Gugelmin,Jordan Yamaha,1:44.253
17,26,Emanuele Naspetti,March Ilmor,1:47.303
