,Position,Driver,Car,Laps,Time,Points
6,1,Riccardo Patrese,Williams Renault,53,1:33:09.553,10
2,2,Gerhard Berger,McLaren Honda,53,+13.729s,6
20,3,Martin Brundle,Benetton Ford,53,+75.503s,4
4,4,Andrea de Cesaris,Tyrrell Ilmor,52,+1 lap,3
27,5,Jean Alesi,Ferrari,52,+1 lap,2
23,6,Christian Fittipaldi,Minardi Lamborghini,52,+1 lap,1
32,7,Stefano Modena,Jordan Yamaha,52,+1 lap,0
10,8,Aguri Suzuki,Footwork Mugen Honda,52,+1 lap,0
21,9,Jyrki Jarvilehto,Dallara Ferrari,52,+1 lap,0
22,10,Pierluigi Martini,Dallara Ferrari,52,+1 lap,0
30,11,Ukyo Katayama,Venturi Lamborghini,52,+1 lap,0
28,12,Nicola Larini,Ferrari,52,+1 lap,0
17,13,Emanuele Naspetti,March Ilmor,51,+2 laps,0
24,14,Gianni Morbidelli,Minardi Lamborghini,51,+2 laps,0
9,15,Michele Alboreto,Footwork Mugen Honda,51,+2 laps,0
5,NC,Nigel Mansell,Williams Renault,44,DNF,0
11,NC,Mika Hakkinen,Lotus Ford,44,DNF,0
29,NC,Bertrand Gachot,Venturi Lamborghini,39,DNF,0
26,NC,Erik Comas,Ligier Renault,36,DNF,0
16,NC,Jan Lammers,March Ilmor,27,DNF,0
33,NC,Mauricio Gugelmin,Jordan Yamaha,22,DNF,0
12,NC,Johnny Herbert,Lotus Ford,15,DNF,0
19,NC,Michael Schumacher,Benetton Ford,13,DNF,0
3,NC,Olivier Grouillard,Tyrrell Ilmor,6,DNF,0
25,NC,Thierry Boutsen,Ligier Renault,3,DNF,0
1,NC,Ayrton Senna,McLaren Honda,2,DNF,0
