,Position,Driver,Car,Time
16,1,Rene Arnoux,Renault,1:11.000
15,2,Alain Prost,Renault,1:11.046
5,3,Nelson Piquet,Brabham Ford,1:11.952
28,4,Didier Pironi,Ferrari,1:12.644
7,5,John Watson,McLaren Ford,1:12.712
8,6,Andrea de Cesaris,McLaren Ford,1:12.728
1,7,Alan  Jones,Williams Ford,1:12.998
27,8,Gilles Villeneuve,Ferrari,1:13.311
2,9,Carlos Reutemann,Williams Ford,1:13.371
29,10,Riccardo Patrese,Arrows Ford,1:13.762
22,11,Mario Andretti,Alfa Romeo,1:13.928
23,12,Bruno Giacomelli,Alfa Romeo,1:14.119
6,13,Hector Rebaque,Brabham Ford,1:14.542
26,14,Jacques Laffite,Ligier Matra,1:14.798
25,15,Patrick Tambay,Ligier Matra,1:14.976
20,16,Keke Rosberg,Fittipaldi Ford,1:15.165
17,17,Derek Daly,March Ford,1:15.189
30,18,Siegfried Stohr,Arrows Ford,1:15.304
4,19,Michele Alboreto,Tyrrell Ford,1:15.850
32,20,Jean-Pierre Jarier,Osella Hart,1:15.898
10,21,Slim Borgudd,ATS Ford,1:15.959
11,22,Elio de Angelis,Lotus Ford,1:15.971
3,23,Eddie  Cheever,Tyrrell Ford,1:16.099
33,24,Marc Surer,Theodore Ford,1:16.155
