,Position,Driver,Car,Time
1,1,Ayrton Senna,McLaren Honda,1:42.300
37,1,Bertrand Gachot,Onyx Ford,1:47.283
36,2,Stefan Johansson,Onyx Ford,1:47.700
2,2,Alain Prost,McLaren Honda,1:43.295
30,3,Philippe Alliot,Lola Lamborghini,1:47.746
27,3,Nigel Mansell,Ferrari,1:44.020
28,4,Gerhard Berger,Ferrari,1:44.467
29,4,Michele Alboreto,Lola Lamborghini,1:47.919
6,5,Riccardo Patrese,Williams Renault,1:44.511
41,5,Yannick Dalmas,AGS Ford,1:47.920
17,6,Nicola Larini,Osella Ford,1:48.301
5,6,Thierry Boutsen,Williams Renault,1:44.702
40,7,Gabriele Tarquini,AGS Ford,1:48.558
19,7,Alessandro Nannini,Benetton Ford,1:45.033
18,8,Piercarlo Ghinzani,Osella Ford,1:48.564
11,8,Nelson Piquet,Lotus Judd,1:45.475
31,9,Roberto Moreno,Coloni Ford,1:48.567
20,9,Emanuele Pirro,Benetton Ford,1:45.845
32,10,Pierre Henri Raphanel,Coloni Ford,1:48.780
4,10,Jean Alesi,Tyrrell Ford,1:46.888
33,11,Gregor Foitek,Euro Brun Judd,1:49.458
26,11,Olivier Grouillard,Ligier Ford,1:46.893
35,12,Aguri Suzuki,Zakspeed Yamaha,1:49.527
7,12,Martin Brundle,Brabham Judd,1:47.216
23,13,Pierluigi Martini,Minardi Ford,1:47.380
34,13,Bernd Schneider,Zakspeed Yamaha,1:50.455
15,14,Mauricio Gugelmin,March Judd,1:47.387
8,16,Stefano Modena,Brabham Judd,1:47.511
9,17,Derek Warwick,Arrows Ford,1:47.533
12,18,Satoru Nakajima,Lotus Judd,1:47.663
3,19,Jonathan  Palmer,Tyrrell Ford,1:47.676
21,20,Alex Caffi,Dallara Ford,1:47.679
22,21,Andrea de Cesaris,Dallara Ford,1:47.879
16,22,Ivan Capelli,March Judd,1:48.078
25,23,Rene Arnoux,Ligier Ford,1:48.266
10,25,Eddie  Cheever,Arrows Ford,1:48.396
24,27,Luis Perez-Sala,Minardi Ford,1:48.686
38,29,Christian Danner,Rial Ford,1:49.767
39,30,Volker Weidler,Rial Ford,1:49.770
