,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Mika Hakkinen,McLaren Mercedes,34,1:23.405,221.900
1,2,Michael Schumacher,Ferrari,42,1:23.928,220.517
6,3,Juan Pablo Montoya,Williams BMW,23,1:24.437,219.188
2,4,Rubens Barrichello,Ferrari,44,1:24.445,219.167
18,5,Eddie Irvine,Jaguar Cosworth,59,1:24.544,218.910
17,6,Kimi Räikkönen,Sauber Petronas,34,1:24.563,218.861
16,7,Nick Heidfeld,Sauber Petronas,46,1:24.765,218.340
11,8,Heinz-Harald Frentzen,Jordan Honda,23,1:25.029,217.662
5,9,Ralf Schumacher,Williams BMW,33,1:25.188,217.255
19,10,Pedro de la Rosa,Jaguar Cosworth,33,1:25.739,215.859
10,11,Jacques Villeneuve,BAR Honda,27,1:25.809,215.683
14,12,Jos Verstappen,Arrows Asiatech,40,1:26.394,214.223
22,13,Jean Alesi,Prost Acer,29,1:26.497,213.968
15,14,Enrique Bernoldi,Arrows Asiatech,25,1:26.695,213.479
7,15,Giancarlo Fisichella,Benetton Renault,41,1:26.798,213.226
8,16,Jenson Button,Benetton Renault,24,1:26.963,212.821
21,17,Fernando Alonso,Minardi European,30,1:27.091,212.508
4,18,David Coulthard,McLaren Mercedes,2,1:28.908,208.165
23,19,Luciano Burti,Prost Acer,4,1:29.252,207.363
