,Position,Driver,Car,Time
5,1,Jim Clark,Lotus Climax,1:27.200
1,2,John Surtees,Ferrari,1:28.100
7,3,Jack Brabham,Brabham Climax,1:28.300
6,4,Mike Spence,Lotus Climax,1:28.300
3,5,Graham Hill,BRM,1:28.600
2,6,Lorenzo Bandini,Ferrari,1:29.300
11,7,Jo Bonnier,Brabham Climax,1:29.300
9,8,Bruce McLaren,Cooper Climax,1:29.400
8,9,Dan Gurney,Brabham Climax,1:29.500
10,10,Jochen Rindt,Cooper Climax,1:30.400
4,11,Jackie Stewart,BRM,1:30.500
14,12,Bob Anderson,Lotus Climax,1:31.000
15,13,Tony Maggs,Lotus BRM,1:31.300
12,14,Jo Siffert,Brabham Climax,1:31.800
16,15,Frank Gardner,Brabham Ford,1:32.300
18,16,Paul Hawkins,Brabham Ford,1:33.100
20,17,Peter de Klerk,LDS Climax,1:33.300
17,18,John Love,Cooper Climax,1:33.800
19,19,David Prophet,Brabham Ford,1:33.900
25,20,Sam Tingle,LDS Alfa Romeo,1:34.600
