,Position,Driver,Car,Time / Gap,Laps
11,1,Sergio Perez,Red Bull Racing Honda,1:17.024,15
33,2,Max Verstappen,Red Bull Racing Honda,+0.193s,12
44,3,Lewis Hamilton,Mercedes,+0.651s,14
77,4,Valtteri Bottas,Mercedes,+0.684s,17
55,5,Carlos Sainz,Ferrari,+1.005s,20
22,6,Yuki Tsunoda,AlphaTauri Honda,+1.013s,25
3,7,Daniel Ricciardo,McLaren Mercedes,+1.097s,15
10,8,Pierre Gasly,AlphaTauri Honda,+1.178s,18
16,9,Charles Leclerc,Ferrari,+1.189s,20
4,10,Lando Norris,McLaren Mercedes,+1.288s,16
18,11,Lance Stroll,Aston Martin Mercedes,+1.328s,20
7,12,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.507s,22
99,13,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.532s,19
5,14,Sebastian Vettel,Aston Martin Mercedes,+1.590s,17
14,15,Fernando Alonso,Alpine Renault,+1.823s,15
31,16,Esteban Ocon,Alpine Renault,+1.975s,17
63,17,George Russell,Williams Mercedes,+2.187s,19
47,18,Mick Schumacher,Haas Ferrari,+2.214s,14
6,19,Nicholas Latifi,Williams Mercedes,+2.289s,12
9,20,Nikita Mazepin,Haas Ferrari,+3.455s,15
