,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:18.341,28
44,2,Lewis Hamilton,Mercedes,+0.076s,24
33,3,Max Verstappen,Red Bull Racing Honda,+0.123s,28
11,4,Sergio Perez,Red Bull Racing Honda,+0.269s,20
10,5,Pierre Gasly,AlphaTauri Honda,+0.644s,23
55,6,Carlos Sainz,Ferrari,+1.122s,26
14,7,Fernando Alonso,Alpine Renault,+1.315s,26
16,8,Charles Leclerc,Ferrari,+1.326s,20
31,9,Esteban Ocon,Alpine Renault,+1.418s,20
5,10,Sebastian Vettel,Aston Martin Mercedes,+1.517s,27
22,11,Yuki Tsunoda,AlphaTauri Honda,+1.670s,30
7,12,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.685s,26
18,13,Lance Stroll,Aston Martin Mercedes,+1.689s,27
3,14,Daniel Ricciardo,McLaren Mercedes,+1.932s,25
4,15,Lando Norris,McLaren Mercedes,+1.960s,26
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.003s,27
63,17,George Russell,Williams Mercedes,+2.176s,23
6,18,Nicholas Latifi,Williams Mercedes,+3.239s,23
47,19,Mick Schumacher,Haas Ferrari,+3.803s,27
9,20,Nikita Mazepin,Haas Ferrari,+4.478s,24
