,Position,Driver,Car,Q1,Q2,Q3,Laps
77,1,Valtteri Bottas,Mercedes,1:16.727,1:16.864,1:15.875,23
44,2,Lewis Hamilton,Mercedes,1:17.207,1:16.474,1:16.020,22
33,3,Max Verstappen,Red Bull Racing Honda,1:16.788,1:16.483,1:16.225,18
11,4,Sergio Perez,Red Bull Racing Honda,1:17.003,1:17.055,1:16.342,18
10,5,Pierre Gasly,AlphaTauri Honda,1:16.908,1:16.955,1:16.456,22
55,6,Carlos Sainz,Ferrari,1:17.517,1:17.248,1:16.761,23
3,7,Daniel Ricciardo,McLaren Mercedes,1:17.719,1:17.092,1:16.763,17
16,8,Charles Leclerc,Ferrari,1:16.748,1:17.034,1:16.837,22
22,9,Yuki Tsunoda,AlphaTauri Honda,1:17.330,1:16.701,1:17.158,19
4,10,Lando Norris,McLaren Mercedes,1:17.569,1:17.473,1:36.830,19
5,11,Sebastian Vettel,Aston Martin Mercedes,1:17.502,1:17.746,,16
7,12,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:17.606,1:17.958,,18
63,13,George Russell,Williams Mercedes,1:17.958,1:18.172,,13
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:17.897,1:18.290,,15
31,15,Esteban Ocon,Alpine Renault,1:18.126,1:18.405,,13
14,16,Fernando Alonso,Alpine Renault,1:18.452,,,7
6,17,Nicholas Latifi,Williams Mercedes,1:18.756,,,8
47,18,Mick Schumacher,Haas Ferrari,1:18.858,,,9
9,19,Nikita Mazepin,Haas Ferrari,1:19.303,,,9
18,20,Lance Stroll,Aston Martin Mercedes,1:20.873,,,3
