,Position,Driver,Car,Time
6,1,Juan Manuel Fangio,Alfa Romeo,2:30.600
2,2,Nino Farina,Alfa Romeo,2:32.500
4,3,Luigi Fagioli,Alfa Romeo,2:34.700
16,10,Eugene  Chaboud,Talbot-Lago,
18,5,Yves Giraud-Cabantous,Talbot-Lago,2:42.700
20,6,Louis  Rosier,Talbot-Lago,2:46.000
28,7,Franco  Rol,Maserati,2:46.700
36,8,Jose Froilan Gonzalez,Maserati,2:48.000
22,9,Pierre  Levegh,Talbot-Lago,2:49.000
40,11,Felice  Bonetto,Maserati,
32,12,Reg  Parnell,Maserati,
44,13,Robert  Manzon,Simca-Gordini,
30,14,Louis  Chiron,Maserati,
42,15,Johnny Claes,Talbot-Lago,
26,16,Charles  Pozzi ,Talbot-Lago,
12,17,Raymond  Sommer,Talbot-Lago,
34,18,David  Hampshire,Maserati,
14,19,Peter  Whitehead,Ferrari,
