,Position,Driver,Car,Lap,Time,Avg Speed
8,1,Mika Hakkinen,McLaren Mercedes,45,1:25.139,243.977
3,2,Michael Schumacher,Ferrari,26,1:25.483,242.995
7,3,David Coulthard,McLaren Mercedes,14,1:25.959,241.650
10,4,Ralf Schumacher,Jordan Mugen Honda,49,1:26.194,240.991
12,5,Jarno Trulli,Prost Peugeot,50,1:26.285,240.737
4,6,Eddie Irvine,Ferrari,48,1:26.359,240.530
1,7,Jacques Villeneuve,Williams Mecachrome,29,1:26.479,240.197
2,8,Heinz-Harald Frentzen,Williams Mecachrome,40,1:26.656,239.706
5,9,Giancarlo Fisichella,Benetton Playlife,41,1:26.659,239.698
9,10,Damon Hill,Jordan Mugen Honda,52,1:26.730,239.501
14,11,Jean Alesi,Sauber Petronas,52,1:26.840,239.198
6,12,Alexander Wurz,Benetton Playlife,24,1:27.620,237.069
21,13,Toranosuke Takagi,Tyrrell Ford,46,1:27.726,236.782
18,14,Rubens Barrichello,Stewart Ford,46,1:27.770,236.664
17,15,Mika Salo,Arrows,25,1:27.866,236.405
11,16,Olivier Panis,Prost Peugeot,10,1:28.395,234.990
19,17,Jos Verstappen,Stewart Ford,32,1:28.583,234.491
15,18,Johnny Herbert,Sauber Petronas,10,1:29.092,233.152
23,19,Esteban Tuero,Minardi Ford,51,1:29.093,233.149
16,20,Pedro Diniz,Arrows,9,1:29.124,233.068
20,21,Ricardo Rosset,Tyrrell Ford,50,1:29.393,232.367
22,22,Shinji Nakano,Minardi Ford,13,1:29.853,231.177
