,Position,Driver,Car,Time,Laps
3,1,Michael Schumacher,Ferrari,1:25.289,9
1,2,Jacques Villeneuve,Williams Mecachrome,1:25.561,12
8,3,Mika Hakkinen,McLaren Mercedes,1:25.679,10
7,4,David Coulthard,McLaren Mercedes,1:25.987,11
4,5,Eddie Irvine,Ferrari,1:26.159,11
10,6,Ralf Schumacher,Jordan Mugen Honda,1:26.309,11
6,7,Alexander Wurz,Benetton Playlife,1:26.567,10
14,8,Jean Alesi,Sauber Petronas,1:26.637,12
11,9,Olivier Panis,Prost Peugeot,1:26.681,11
12,10,Jarno Trulli,Prost Peugeot,1:26.794,12
5,11,Giancarlo Fisichella,Benetton Playlife,1:26.817,10
2,12,Heinz-Harald Frentzen,Williams Mecachrome,1:26.836,10
18,13,Rubens Barrichello,Stewart Ford,1:27.247,10
9,14,Damon Hill,Jordan Mugen Honda,1:27.362,12
15,15,Johnny Herbert,Sauber Petronas,1:27.510,9
17,16,Mika Salo,Arrows,1:27.744,9
19,17,Jos Verstappen,Stewart Ford,1:28.212,11
20,18,Ricardo Rosset,Tyrrell Ford,1:28.286,12
21,19,Toranosuke Takagi,Tyrrell Ford,1:28.346,8
16,20,Pedro Diniz,Arrows,1:28.387,9
22,21,Shinji Nakano,Minardi Ford,1:29.101,9
23,22,Esteban Tuero,Minardi Ford,1:29.417,12
