,Position,Driver,Car,Time
3,1,Michael Schumacher,Ferrari,1:25.289
1,2,Jacques Villeneuve,Williams Mecachrome,1:25.561
8,3,Mika Hakkinen,McLaren Mercedes,1:25.679
7,4,David Coulthard,McLaren Mercedes,1:25.987
4,5,Eddie Irvine,Ferrari,1:26.159
10,6,Ralf Schumacher,Jordan Mugen Honda,1:26.309
6,7,Alexander Wurz,Benetton Playlife,1:26.567
14,8,Jean Alesi,Sauber Petronas,1:26.637
11,9,Olivier Panis,Prost Peugeot,1:26.681
12,10,Jarno Trulli,Prost Peugeot,1:26.794
5,11,Giancarlo Fisichella,Benetton Playlife,1:26.817
2,12,Heinz-Harald Frentzen,Williams Mecachrome,1:26.836
18,13,Rubens Barrichello,Stewart Ford,1:27.247
9,14,Damon Hill,Jordan Mugen Honda,1:27.362
15,15,Johnny Herbert,Sauber Petronas,1:27.510
17,16,Mika Salo,Arrows,1:27.744
19,17,Jos Verstappen,Stewart Ford,1:28.212
20,18,Ricardo Rosset,Tyrrell Ford,1:28.286
21,19,Toranosuke Takagi,Tyrrell Ford,1:28.346
16,20,Pedro Diniz,Arrows,1:28.387
22,21,Shinji Nakano,Minardi Ford,1:29.101
23,22,Esteban Tuero,Minardi Ford,1:29.417
