,Position,Driver,Car,Laps,Time,Points
3,1,Michael Schumacher,Ferrari,53,1:17:09.672,10
4,2,Eddie Irvine,Ferrari,53,+37.977s,6
10,3,Ralf Schumacher,Jordan Mugen Honda,53,+41.152s,4
8,4,Mika Hakkinen,McLaren Mercedes,53,+55.671s,3
14,5,Jean Alesi,Sauber Petronas,53,+61.872s,2
9,6,Damon Hill,Jordan Mugen Honda,53,+66.688s,1
2,7,Heinz-Harald Frentzen,Williams Mecachrome,52,+1 lap,0
5,8,Giancarlo Fisichella,Benetton Playlife,52,+1 lap,0
21,9,Toranosuke Takagi,Tyrrell Ford,52,+1 lap,0
18,10,Rubens Barrichello,Stewart Ford,52,+1 lap,0
23,11,Esteban Tuero,Minardi Ford,51,+2 laps,0
20,12,Ricardo Rosset,Tyrrell Ford,51,+2 laps,0
12,13,Jarno Trulli,Prost Peugeot,50,+3 laps,0
19,NC,Jos Verstappen,Stewart Ford,39,DNF,0
1,NC,Jacques Villeneuve,Williams Mecachrome,37,DNF,0
17,NC,Mika Salo,Arrows,32,DNF,0
6,NC,Alexander Wurz,Benetton Playlife,24,DNF,0
7,NC,David Coulthard,McLaren Mercedes,16,DNF,0
11,NC,Olivier Panis,Prost Peugeot,15,DNF,0
22,NC,Shinji Nakano,Minardi Ford,13,DNF,0
15,NC,Johnny Herbert,Sauber Petronas,12,DNF,0
16,NC,Pedro Diniz,Arrows,10,DNF,0
