,Position,Driver,Car,Time / Gap,Laps
11,1,Robert Kubica,Renault,1:19.191,16
5,2,Sebastian Vettel,RBR Renault,+0.309s,17
2,3,Lewis Hamilton,McLaren Mercedes,+0.345s,19
7,4,Felipe Massa,Ferrari,+0.544s,9
8,5,Fernando Alonso,Ferrari,+0.600s,9
12,6,Vitaly Petrov,Renault,+0.696s,22
16,7,Sebastien Buemi,STR Ferrari,+0.818s,24
4,8,Nico Rosberg,Mercedes,+0.865s,13
1,9,Jenson Button,McLaren Mercedes,+0.973s,24
9,10,Rubens Barrichello,Williams Cosworth,+1.129s,13
6,11,Mark Webber,RBR Renault,+1.146s,6
3,12,Michael Schumacher,Mercedes,+1.230s,18
23,13,Kamui Kobayashi,Sauber Ferrari,+1.261s,22
10,14,Nico Hulkenberg,Williams Cosworth,+1.344s,12
17,15,Jaime Alguersuari,STR Ferrari,+1.350s,27
15,16,Vitantonio Liuzzi,Force India Mercedes,+1.355s,20
14,17,Adrian Sutil,Force India Mercedes,+1.422s,20
22,18,Nick Heidfeld,Sauber Ferrari,+1.794s,25
18,19,Jarno Trulli,Lotus Cosworth,+3.135s,18
24,20,Timo Glock,Virgin Cosworth,+3.258s,27
19,21,Heikki Kovalainen,Lotus Cosworth,+3.683s,20
25,22,Lucas di Grassi,Virgin Cosworth,+4.003s,22
21,23,Bruno Senna,HRT Cosworth,+4.167s,20
20,24,Christian Klien,HRT Cosworth,+4.459s,19
