,Position,Driver,Car,Q1,Q2,Q3,Laps
10,1,Nico Hulkenberg,Williams Cosworth,1:20.050,1:19.144,1:14.470,35
5,2,Sebastian Vettel,RBR Renault,1:19.160,1:18.691,1:15.519,27
6,3,Mark Webber,RBR Renault,1:19.025,1:18.516,1:15.637,28
2,4,Lewis Hamilton,McLaren Mercedes,1:19.931,1:18.921,1:15.747,32
8,5,Fernando Alonso,Ferrari,1:18.987,1:19.010,1:15.989,34
9,6,Rubens Barrichello,Williams Cosworth,1:19.799,1:18.925,1:16.203,32
11,7,Robert Kubica,Renault,1:19.249,1:18.877,1:16.552,31
3,8,Michael Schumacher,Mercedes,1:19.879,1:18.923,1:16.925,30
7,9,Felipe Massa,Ferrari,1:19.778,1:19.200,1:17.101,31
12,10,Vitaly Petrov,Renault,1:20.189,1:19.153,1:17.656,33
1,11,Jenson Button,McLaren Mercedes,1:19.905,1:19.288,,25
23,12,Kamui Kobayashi,Sauber Ferrari,1:19.741,1:19.385,,26
4,13,Nico Rosberg,Mercedes,1:20.153,1:19.486,,23
17,14,Jaime Alguersuari,STR Ferrari,1:20.158,1:19.581,,24
16,15,Sebastien Buemi,STR Ferrari,1:20.096,1:19.847,,24
22,16,Nick Heidfeld,Sauber Ferrari,1:20.174,1:19.899,,26
15,17,Vitantonio Liuzzi,Force India Mercedes,1:20.592,1:20.357,,23
14,18,Adrian Sutil,Force India Mercedes,1:20.830,,,13
24,19,Timo Glock,Virgin Cosworth,1:22.130,,,13
18,20,Jarno Trulli,Lotus Cosworth,1:22.250,,,14
19,21,Heikki Kovalainen,Lotus Cosworth,1:22.378,,,14
25,22,Lucas di Grassi,Virgin Cosworth,1:22.810,,,13
20,23,Christian Klien,HRT Cosworth,1:23.083,,,15
21,24,Bruno Senna,HRT Cosworth,1:23.796,,,15
