,Position,Driver,Car,Laps,Time,Points
77,1,Valtteri Bottas,Mercedes,55,1:34:14.062,25
44,2,Lewis Hamilton,Mercedes,55,+3.899s,18
5,3,Sebastian Vettel,Ferrari,55,+19.330s,15
7,4,Kimi Räikkönen,Ferrari,55,+45.386s,12
33,5,Max Verstappen,Red Bull Racing TAG Heuer,55,+46.269s,10
27,6,Nico Hulkenberg,Renault,55,+85.713s,8
11,7,Sergio Perez,Force India Mercedes,55,+92.062s,6
31,8,Esteban Ocon,Force India Mercedes,55,+98.911s,4
14,9,Fernando Alonso,McLaren Honda,54,+1 lap,2
19,10,Felipe Massa,Williams Mercedes,54,+1 lap,1
8,11,Romain Grosjean,Haas Ferrari,54,+1 lap,0
2,12,Stoffel Vandoorne,McLaren Honda,54,+1 lap,0
20,13,Kevin Magnussen,Haas Ferrari,54,+1 lap,0
94,14,Pascal Wehrlein,Sauber Ferrari,54,+1 lap,0
28,15,Brendon Hartley,Toro Rosso,54,+1 lap,0
10,16,Pierre Gasly,Toro Rosso,54,+1 lap,0
9,17,Marcus Ericsson,Sauber Ferrari,54,+1 lap,0
18,18,Lance Stroll,Williams Mercedes,54,+1 lap,0
55,NC,Carlos Sainz,Renault,31,DNF,0
3,NC,Daniel Ricciardo,Red Bull Racing TAG Heuer,20,DNF,0
