,Position,Driver,Car,Q1,Q2,Q3,Laps
77,1,Valtteri Bottas,Mercedes,1:37.356,1:36.822,1:36.231,18
44,2,Lewis Hamilton,Mercedes,1:37.391,1:36.742,1:36.403,19
5,3,Sebastian Vettel,Ferrari,1:37.817,1:37.023,1:36.777,18
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:38.016,1:37.583,1:36.959,16
7,5,Kimi Räikkönen,Ferrari,1:37.453,1:37.302,1:36.985,17
33,6,Max Verstappen,Red Bull Racing TAG Heuer,1:38.021,1:37.777,1:37.328,19
27,7,Nico Hulkenberg,Renault,1:38.781,1:38.138,1:38.282,14
11,8,Sergio Perez,Force India Mercedes,1:38.601,1:38.359,1:38.374,17
31,9,Esteban Ocon,Force India Mercedes,1:38.896,1:38.392,1:38.397,17
19,10,Felipe Massa,Williams Mercedes,1:38.629,1:38.565,1:38.550,18
14,11,Fernando Alonso,McLaren Honda,1:38.820,1:38.636,,12
55,12,Carlos Sainz,Renault,1:38.810,1:38.725,,9
2,13,Stoffel Vandoorne,McLaren Honda,1:38.777,1:38.808,,9
20,14,Kevin Magnussen,Haas Ferrari,1:39.395,1:39.298,,16
18,15,Lance Stroll,Williams Mercedes,1:39.503,1:39.646,,14
8,16,Romain Grosjean,Haas Ferrari,1:39.516,,,10
10,17,Pierre Gasly,Toro Rosso,1:39.724,,,9
94,18,Pascal Wehrlein,Sauber Ferrari,1:39.930,,,9
9,19,Marcus Ericsson,Sauber Ferrari,1:39.994,,,9
28,20,Brendon Hartley,Toro Rosso,1:40.471,,,8
