,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
77,1,Valtteri Bottas,Mercedes,52,1:40.650,198.652,18:32:36
5,2,Sebastian Vettel,Ferrari,55,1:40.770,198.416,18:38:03
44,3,Lewis Hamilton,Mercedes,51,1:41.473,197.041,18:30:57
14,4,Fernando Alonso,McLaren Honda,54,1:41.669,196.661,18:37:55
33,5,Max Verstappen,Red Bull Racing TAG Heuer,43,1:42.028,195.969,18:17:59
18,6,Lance Stroll,Williams Mercedes,52,1:42.324,195.402,18:35:47
7,7,Kimi Räikkönen,Ferrari,53,1:42.338,195.376,18:35:03
27,8,Nico Hulkenberg,Renault,53,1:42.376,195.303,18:35:42
8,9,Romain Grosjean,Haas Ferrari,51,1:42.437,195.187,18:32:55
31,10,Esteban Ocon,Force India Mercedes,47,1:42.609,194.860,18:25:37
11,11,Sergio Perez,Force India Mercedes,52,1:42.689,194.708,18:34:07
3,12,Daniel Ricciardo,Red Bull Racing TAG Heuer,13,1:42.757,194.579,17:25:58
19,13,Felipe Massa,Williams Mercedes,45,1:43.026,194.071,18:22:26
55,14,Carlos Sainz,Renault,26,1:43.378,193.410,17:49:10
9,15,Marcus Ericsson,Sauber Ferrari,36,1:43.567,193.057,18:07:48
10,16,Pierre Gasly,Toro Rosso,33,1:43.844,192.542,18:02:27
94,17,Pascal Wehrlein,Sauber Ferrari,50,1:43.867,192.500,18:32:02
28,18,Brendon Hartley,Toro Rosso,52,1:43.897,192.444,18:35:32
20,19,Kevin Magnussen,Haas Ferrari,50,1:43.928,192.387,18:32:01
2,20,Stoffel Vandoorne,McLaren Honda,50,1:43.986,192.279,18:31:59
