,Position,Driver,Car,Time
77,1,Valtteri Bottas,Mercedes,1:36.231
44,2,Lewis Hamilton,Mercedes,1:36.403
5,3,Sebastian Vettel,Ferrari,1:36.777
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:36.959
7,5,Kimi Räikkönen,Ferrari,1:36.985
33,6,Max Verstappen,Red Bull Racing TAG Heuer,1:37.328
27,7,Nico Hulkenberg,Renault,1:38.282
11,8,Sergio Perez,Force India Mercedes,1:38.374
31,9,Esteban Ocon,Force India Mercedes,1:38.397
19,10,Felipe Massa,Williams Mercedes,1:38.550
14,11,Fernando Alonso,McLaren Honda,1:38.636
55,12,Carlos Sainz,Renault,1:38.725
2,13,Stoffel Vandoorne,McLaren Honda,1:38.808
20,14,Kevin Magnussen,Haas Ferrari,1:39.298
18,15,Lance Stroll,Williams Mercedes,1:39.646
8,16,Romain Grosjean,Haas Ferrari,1:39.516
10,17,Pierre Gasly,Toro Rosso,1:39.724
94,18,Pascal Wehrlein,Sauber Ferrari,1:39.930
9,19,Marcus Ericsson,Sauber Ferrari,1:39.994
28,20,Brendon Hartley,Toro Rosso,1:40.471
