,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:37.627,19
77,2,Valtteri Bottas,Mercedes,+0.273s,21
7,3,Kimi Räikkönen,Ferrari,+0.530s,22
5,4,Sebastian Vettel,Ferrari,+0.547s,22
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.713s,16
33,6,Max Verstappen,Red Bull Racing TAG Heuer,+0.960s,14
14,7,Fernando Alonso,McLaren Honda,+1.528s,15
2,8,Stoffel Vandoorne,McLaren Honda,+1.650s,18
55,9,Carlos Sainz,Renault,+1.713s,15
11,10,Sergio Perez,Force India Mercedes,+1.740s,19
19,11,Felipe Massa,Williams Mercedes,+1.756s,16
27,12,Nico Hulkenberg,Renault,+1.769s,18
31,13,Esteban Ocon,Force India Mercedes,+1.873s,18
20,14,Kevin Magnussen,Haas Ferrari,+2.204s,19
8,15,Romain Grosjean,Haas Ferrari,+2.452s,19
94,16,Pascal Wehrlein,Sauber Ferrari,+2.680s,20
18,17,Lance Stroll,Williams Mercedes,+2.945s,16
10,18,Pierre Gasly,Toro Rosso,+3.110s,21
9,19,Marcus Ericsson,Sauber Ferrari,+3.162s,21
28,20,Brendon Hartley,Toro Rosso,+3.256s,23
