,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:39.006,23
44,2,Lewis Hamilton,Mercedes,+0.120s,25
33,3,Max Verstappen,Red Bull Racing TAG Heuer,+0.148s,15
7,4,Kimi Räikkönen,Ferrari,+0.512s,22
77,5,Valtteri Bottas,Mercedes,+0.735s,30
11,6,Sergio Perez,Force India Mercedes,+1.287s,24
14,7,Fernando Alonso,McLaren Honda,+1.516s,20
2,8,Stoffel Vandoorne,McLaren Honda,+1.563s,15
19,9,Felipe Massa,Williams Mercedes,+1.717s,27
3,10,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.767s,29
35,11,George Russell,Force India Mercedes,+2.125s,26
8,12,Romain Grosjean,Haas Ferrari,+2.300s,24
18,13,Lance Stroll,Williams Mercedes,+2.575s,27
10,14,Pierre Gasly,Toro Rosso,+2.640s,29
55,15,Carlos Sainz,Renault,+2.742s,23
94,16,Pascal Wehrlein,Sauber Ferrari,+2.746s,26
27,17,Nico Hulkenberg,Renault,+2.858s,26
50,18,Antonio Giovinazzi,Haas Ferrari,+3.059s,21
9,19,Marcus Ericsson,Sauber Ferrari,+3.338s,28
28,20,Brendon Hartley,Toro Rosso,+3.579s,35
