,Position,Driver,Car,Time
27,1,Ayrton Senna,McLaren Honda,1:22.533
1,2,Alain Prost,Ferrari,1:22.935
28,3,Gerhard Berger,McLaren Honda,1:22.936
2,4,Nigel Mansell,Ferrari,1:23.141
4,5,Jean Alesi,Tyrrell Ford,1:23.526
5,6,Thierry Boutsen,Williams Renault,1:23.984
6,7,Riccardo Patrese,Williams Renault,1:24.253
19,8,Alessandro Nannini,Benetton Ford,1:24.583
20,9,Nelson Piquet,Benetton Ford,1:24.699
15,10,Mauricio Gugelmin,Leyton House Judd,1:25.556
12,11,Martin Donnelly,Lotus Lamborghini,1:25.629
11,12,Derek Warwick,Lotus Lamborghini,1:25.677
29,13,Eric Bernard,Lola Lamborghini,1:25.927
3,14,Satoru Nakajima,Tyrrell Ford,1:26.081
23,15,Pierluigi Martini,Minardi Ford,1:26.330
16,16,Ivan Capelli,Leyton House Judd,1:26.712
8,17,Stefano Modena,Brabham Judd,1:26.950
30,18,Aguri Suzuki,Lola Lamborghini,1:26.962
21,19,Emanuele Pirro,Dallara Ford,1:26.964
26,20,Philippe Alliot,Ligier Ford,1:27.043
10,21,Alex Caffi,Arrows Ford,1:27.410
9,22,Michele Alboreto,Arrows Ford,1:27.448
14,23,Olivier Grouillard,Osella Ford,1:27.541
18,24,Yannick Dalmas,AGS Ford,1:27.673
22,25,Andrea de Cesaris,Dallara Ford,1:27.749
25,26,Nicola Larini,Ligier Ford,1:27.937
