,Position,Driver,Car,Time
22,1,Lewis Hamilton,McLaren Mercedes,1:20.899
23,2,Heikki Kovalainen,McLaren Mercedes,1:21.140
2,3,Felipe Massa,Ferrari,1:21.191
4,4,Robert Kubica,Sauber BMW,1:21.281
12,5,Timo Glock,Toyota,1:21.326
1,6,Kimi Räikkönen,Ferrari,1:21.516
5,7,Fernando Alonso,Renault,1:21.698
10,8,Mark Webber,Red Bull Renault,1:21.732
11,9,Jarno Trulli,Toyota,1:21.767
6,10,Nelson Piquet,Renault,1:22.371
15,11,Sebastian Vettel,STR Ferrari,1:20.144
16,12,Jenson Button,Honda,1:20.332
9,13,David Coulthard,Red Bull Renault,1:20.502
7,14,Nico Rosberg,Williams Toyota,
3,15,Nick Heidfeld,Sauber BMW,1:21.045
8,16,Kazuki Nakajima,Williams Toyota,1:21.085
17,17,Rubens Barrichello,Honda,1:21.332
21,18,Giancarlo Fisichella,Force India Ferrari,1:21.670
14,19,Sebastien Bourdais,STR Ferrari,1:20.963
20,20,Adrian Sutil,Force India Ferrari,1:22.113
