,Position,Driver,Car,Time / Gap,Laps
2,1,Felipe Massa,Ferrari,1:20.981,19
1,2,Kimi Räikkönen,Ferrari,+0.364s,21
23,3,Heikki Kovalainen,McLaren Mercedes,+0.429s,17
22,4,Lewis Hamilton,McLaren Mercedes,+0.554s,18
5,5,Fernando Alonso,Renault,+0.821s,18
12,6,Timo Glock,Toyota,+0.950s,22
4,7,Robert Kubica,Sauber BMW,+1.286s,18
6,8,Nelson Piquet,Renault,+1.345s,19
3,9,Nick Heidfeld,Sauber BMW,+1.389s,22
11,10,Jarno Trulli,Toyota,+1.476s,25
10,11,Mark Webber,Red Bull Renault,+1.673s,23
9,12,David Coulthard,Red Bull Renault,+1.719s,16
14,13,Sebastien Bourdais,STR Ferrari,+1.919s,26
16,14,Jenson Button,Honda,+1.936s,27
17,15,Rubens Barrichello,Honda,+2.112s,26
7,16,Nico Rosberg,Williams Toyota,+2.166s,21
8,17,Kazuki Nakajima,Williams Toyota,+2.293s,22
20,18,Adrian Sutil,Force India Ferrari,+2.372s,25
21,19,Giancarlo Fisichella,Force India Ferrari,+2.478s,28
15,20,Sebastian Vettel,STR Ferrari,+2.942s,4
