,Position,Driver,Car,Laps,Time,Points
3,1,Lewis Hamilton,McLaren Mercedes,56,1:36:58.226,25
1,2,Sebastian Vettel,Red Bull Racing Renault,56,+5.198s,18
2,3,Mark Webber,Red Bull Racing Renault,56,+7.555s,15
4,4,Jenson Button,McLaren Mercedes,56,+10.000s,12
8,5,Nico Rosberg,Mercedes,56,+13.448s,10
6,6,Felipe Massa,Ferrari,56,+15.840s,8
5,7,Fernando Alonso,Ferrari,56,+30.622s,6
7,8,Michael Schumacher,Mercedes,56,+31.026s,4
10,9,Vitaly Petrov,Renault,56,+57.404s,2
16,10,Kamui Kobayashi,Sauber Ferrari,56,+63.273s,1
15,11,Paul di Resta,Force India Mercedes,56,+68.757s,0
9,12,Nick Heidfeld,Renault,56,+72.739s,0
11,13,Rubens Barrichello,Williams Cosworth,56,+90.189s,0
18,14,Sebastien Buemi,STR Ferrari,56,+90.671s,0
14,15,Adrian Sutil,Force India Mercedes,55,+1 lap,0
20,16,Heikki Kovalainen,Lotus Renault,55,+1 lap,0
17,17,Sergio Perez,Sauber Ferrari,55,+1 lap,0
12,18,Pastor Maldonado,Williams Cosworth,55,+1 lap,0
21,19,Jarno Trulli,Lotus Renault,55,+1 lap,0
25,20,Jerome d'Ambrosio,Virgin Cosworth,54,+2 laps,0
24,21,Timo Glock,Virgin Cosworth,54,+2 laps,0
23,22,Vitantonio Liuzzi,HRT Cosworth,54,+2 laps,0
22,23,Narain Karthikeyan,HRT Cosworth,54,+2 laps,0
19,NC,Jaime Alguersuari,STR Ferrari,9,DNF,0
