,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:33.706
4,2,Jenson Button,McLaren Mercedes,1:34.421
3,3,Lewis Hamilton,McLaren Mercedes,1:34.463
8,4,Nico Rosberg,Mercedes,1:34.670
5,5,Fernando Alonso,Ferrari,1:35.119
6,6,Felipe Massa,Ferrari,1:35.145
19,7,Jaime Alguersuari,STR Ferrari,1:36.158
15,8,Paul di Resta,Force India Mercedes,1:36.190
18,9,Sebastien Buemi,STR Ferrari,1:36.203
10,10,Vitaly Petrov,Renault,
14,11,Adrian Sutil,Force India Mercedes,1:35.874
17,12,Sergio Perez,Sauber Ferrari,1:36.053
16,13,Kamui Kobayashi,Sauber Ferrari,1:36.236
7,14,Michael Schumacher,Mercedes,1:36.457
11,15,Rubens Barrichello,Williams Cosworth,1:36.465
9,16,Nick Heidfeld,Renault,1:36.611
12,17,Pastor Maldonado,Williams Cosworth,1:36.956
2,18,Mark Webber,Red Bull Racing Renault,1:36.468
20,19,Heikki Kovalainen,Lotus Renault,1:37.894
21,20,Jarno Trulli,Lotus Renault,1:38.318
25,21,Jerome d'Ambrosio,Virgin Cosworth,1:39.119
24,22,Timo Glock,Virgin Cosworth,1:39.708
23,23,Vitantonio Liuzzi,HRT Cosworth,1:40.212
22,24,Narain Karthikeyan,HRT Cosworth,1:40.445
