,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:35.674,1:34.776,1:33.706,14
4,2,Jenson Button,McLaren Mercedes,1:35.924,1:34.662,1:34.421,13
3,3,Lewis Hamilton,McLaren Mercedes,1:36.091,1:34.486,1:34.463,11
8,4,Nico Rosberg,Mercedes,1:35.272,1:35.850,1:34.670,19
5,5,Fernando Alonso,Ferrari,1:35.389,1:35.165,1:35.119,18
6,6,Felipe Massa,Ferrari,1:35.478,1:35.437,1:35.145,18
19,7,Jaime Alguersuari,STR Ferrari,1:36.133,1:35.563,1:36.158,16
15,8,Paul di Resta,Force India Mercedes,1:35.702,1:35.858,1:36.190,17
18,9,Sebastien Buemi,STR Ferrari,1:36.110,1:35.500,1:36.203,16
10,10,Vitaly Petrov,Renault,1:35.370,1:35.149,,11
14,11,Adrian Sutil,Force India Mercedes,1:36.092,1:35.874,,14
17,12,Sergio Perez,Sauber Ferrari,1:36.046,1:36.053,,16
16,13,Kamui Kobayashi,Sauber Ferrari,1:36.147,1:36.236,,11
7,14,Michael Schumacher,Mercedes,1:35.508,1:36.457,,16
11,15,Rubens Barrichello,Williams Cosworth,1:35.911,1:36.465,,15
9,16,Nick Heidfeld,Renault,1:35.910,1:36.611,,11
12,17,Pastor Maldonado,Williams Cosworth,1:36.121,1:36.956,,17
2,18,Mark Webber,Red Bull Racing Renault,1:36.468,,,8
20,19,Heikki Kovalainen,Lotus Renault,1:37.894,,,7
21,20,Jarno Trulli,Lotus Renault,1:38.318,,,10
25,21,Jerome d'Ambrosio,Virgin Cosworth,1:39.119,,,8
24,22,Timo Glock,Virgin Cosworth,1:39.708,,,8
23,23,Vitantonio Liuzzi,HRT Cosworth,1:40.212,,,9
22,24,Narain Karthikeyan,HRT Cosworth,1:40.445,,,9
