,Position,Driver,Car,Laps,Time,Points
23,1,Jim Clark,Lotus Climax,32,2:06:40.500,9
20,2,Bruce McLaren,Cooper Climax,32,+3.400s,6
14,3,Jack Brabham,Brabham Climax,32,+48.100s,4
2,4,Richie Ginther,BRM,32,+118.600s,3
1,5,Graham Hill,BRM,31,DNF,2
15,6,Dan Gurney,Brabham Climax,31,DNF,1
4,7,Trevor  Taylor ,BRP BRM,31,+1 lap,0
6,8,Giancarlo Baghetti,BRM,31,+1 lap,0
24,9,Peter  Arundell ,Lotus Climax,28,+4 laps,0
3,10,Innes Ireland,BRP BRM,28,+4 laps,0
29,DQ,Peter   Revson,Lotus BRM,27,DSQ,0
17,NC,Jo Siffert,Brabham BRM,13,DNF,0
21,NC,Phil Hill,Cooper Climax,13,DNF,0
11,NC,Lorenzo Bandini,Ferrari,11,DNF,0
28,NC,Andre Pilette,Scirocco Climax,10,DNF,0
16,NC,Jo Bonnier,Brabham BRM,7,DNF,0
27,NC,Chris Amon,Lotus BRM,3,DNF,0
10,NC,John Surtees,Ferrari,3,DNF,0
