,Position,Driver,Car,Time
12,1,Jim Clark,Lotus Climax,2:14.800
8,2,Graham Hill,BRM,2:15.000
22,3,Bruce McLaren,Cooper Climax,2:15.400
26,4,Jack Brabham,Lotus Climax,2:16.100
18,5,John Surtees,Lola Climax,2:16.300
30,6,Dan Gurney,Porsche,2:16.500
34,7,Masten Gregory,Lotus BRM,2:17.300
36,8,Innes Ireland,Lotus BRM,2:17.500
32,9,Jo Bonnier,Porsche,2:17.900
10,10,Richie Ginther,BRM,2:18.200
24,11,Tony Maggs,Cooper Climax,2:18.600
14,12,Trevor  Taylor ,Lotus Climax,2:19.100
28,13,Maurice  Trintignant,Lotus Climax,2:20.800
20,14,Roy Salvadori,Lola Climax,2:21.300
40,15,Jo Siffert,Lotus BRM,2:23.400
42,16,Jackie  Lewis ,Cooper Climax,2:25.500
38,17,Carel Godin de Beaufort ,Porsche,2:26.500
