,Position,Driver,Car,Time
8,1,Fernando Alonso,Ferrari,1:45.390
5,2,Sebastian Vettel,RBR Renault,1:45.457
2,3,Lewis Hamilton,McLaren Mercedes,1:45.571
1,4,Jenson Button,McLaren Mercedes,1:45.944
6,5,Mark Webber,RBR Renault,1:45.977
9,6,Rubens Barrichello,Williams Cosworth,1:46.236
4,7,Nico Rosberg,Mercedes,1:46.443
11,8,Robert Kubica,Renault,1:46.593
3,9,Michael Schumacher,Mercedes,1:46.702
23,10,Kamui Kobayashi,Sauber Ferrari,1:47.884
17,11,Jaime Alguersuari,STR Ferrari,1:47.666
12,12,Vitaly Petrov,Renault,1:48.165
16,13,Sebastien Buemi,STR Ferrari,1:48.502
22,14,Nick Heidfeld,Sauber Ferrari,1:48.557
14,15,Adrian Sutil,Force India Mercedes,1:48.899
15,16,Vitantonio Liuzzi,Force India Mercedes,1:48.961
10,17,Nico Hulkenberg,Williams Cosworth,1:47.674
24,18,Timo Glock,Virgin Cosworth,1:50.721
19,19,Heikki Kovalainen,Lotus Cosworth,1:50.915
25,20,Lucas di Grassi,Virgin Cosworth,1:51.107
18,21,Jarno Trulli,Lotus Cosworth,1:51.641
20,22,Christian Klien,HRT Cosworth,1:52.946
21,23,Bruno Senna,HRT Cosworth,1:54.174
7,24,Felipe Massa,Ferrari,
