,Position,Driver,Car,Q1,Q2,Q3,Laps
8,1,Fernando Alonso,Ferrari,1:46.541,1:45.809,1:45.390,21
5,2,Sebastian Vettel,RBR Renault,1:46.960,1:45.561,1:45.457,17
2,3,Lewis Hamilton,McLaren Mercedes,1:48.296,1:46.042,1:45.571,18
1,4,Jenson Button,McLaren Mercedes,1:48.032,1:46.490,1:45.944,18
6,5,Mark Webber,RBR Renault,1:47.088,1:45.908,1:45.977,19
9,6,Rubens Barrichello,Williams Cosworth,1:48.183,1:47.019,1:46.236,22
4,7,Nico Rosberg,Mercedes,1:48.554,1:46.783,1:46.443,18
11,8,Robert Kubica,Renault,1:47.657,1:46.949,1:46.593,15
3,9,Michael Schumacher,Mercedes,1:48.425,1:47.160,1:46.702,17
23,10,Kamui Kobayashi,Sauber Ferrari,1:48.908,1:47.599,1:47.884,18
17,11,Jaime Alguersuari,STR Ferrari,1:48.127,1:47.666,,16
10,12,Nico Hulkenberg,Williams Cosworth,1:47.984,1:47.674,,13
12,13,Vitaly Petrov,Renault,1:48.906,1:48.165,,13
16,14,Sebastien Buemi,STR Ferrari,1:49.063,1:48.502,,16
22,15,Nick Heidfeld,Sauber Ferrari,1:48.696,1:48.557,,16
14,16,Adrian Sutil,Force India Mercedes,1:48.496,1:48.899,,14
15,17,Vitantonio Liuzzi,Force India Mercedes,1:48.988,1:48.961,,11
24,18,Timo Glock,Virgin Cosworth,1:50.721,,,9
19,19,Heikki Kovalainen,Lotus Cosworth,1:50.915,,,9
25,20,Lucas di Grassi,Virgin Cosworth,1:51.107,,,9
18,21,Jarno Trulli,Lotus Cosworth,1:51.641,,,10
20,22,Christian Klien,HRT Cosworth,1:52.946,,,7
21,23,Bruno Senna,HRT Cosworth,1:54.174,,,9
7,24,Felipe Massa,Ferrari,DNF,,,2
