,Position,Driver,Car,Time / Gap,Laps
6,1,Mark Webber,RBR Renault,1:54.589,10
3,2,Michael Schumacher,Mercedes,+0.119s,24
14,3,Adrian Sutil,Force India Mercedes,+0.238s,15
5,4,Sebastian Vettel,RBR Renault,+0.548s,12
17,5,Jaime Alguersuari,STR Ferrari,+0.571s,20
1,6,Jenson Button,McLaren Mercedes,+0.744s,12
15,7,Vitantonio Liuzzi,Force India Mercedes,+0.921s,15
16,8,Sebastien Buemi,STR Ferrari,+0.934s,15
11,9,Robert Kubica,Renault,+1.083s,11
12,10,Vitaly Petrov,Renault,+1.325s,20
8,11,Fernando Alonso,Ferrari,+1.501s,12
23,12,Kamui Kobayashi,Sauber Ferrari,+1.750s,22
22,13,Nick Heidfeld,Sauber Ferrari,+1.869s,18
4,14,Nico Rosberg,Mercedes,+2.009s,8
19,15,Heikki Kovalainen,Lotus Cosworth,+2.014s,12
9,16,Rubens Barrichello,Williams Cosworth,+2.026s,17
10,17,Nico Hulkenberg,Williams Cosworth,+2.251s,14
2,18,Lewis Hamilton,McLaren Mercedes,+2.295s,9
7,19,Felipe Massa,Ferrari,+3.171s,22
24,20,Timo Glock,Virgin Cosworth,+4.445s,19
25,21,Jerome d'Ambrosio,Virgin Cosworth,+4.686s,16
21,22,Bruno Senna,HRT Cosworth,+5.194s,23
20,23,Christian Klien,HRT Cosworth,+8.835s,17
18,24,Fairuz Fauzy,Lotus Cosworth,+11.105s,11
