,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,RBR Renault,1:48.028,15
8,2,Fernando Alonso,Ferrari,+0.622s,16
2,3,Lewis Hamilton,McLaren Mercedes,+0.972s,12
7,4,Felipe Massa,Ferrari,+0.995s,18
4,5,Nico Rosberg,Mercedes,+1.028s,17
6,6,Mark Webber,RBR Renault,+1.184s,13
10,7,Nico Hulkenberg,Williams Cosworth,+1.276s,17
11,8,Robert Kubica,Renault,+1.492s,16
14,9,Adrian Sutil,Force India Mercedes,+1.888s,15
16,10,Sebastien Buemi,STR Ferrari,+1.921s,16
12,11,Vitaly Petrov,Renault,+2.012s,15
9,12,Rubens Barrichello,Williams Cosworth,+2.025s,16
1,13,Jenson Button,McLaren Mercedes,+2.032s,12
17,14,Jaime Alguersuari,STR Ferrari,+2.039s,16
3,15,Michael Schumacher,Mercedes,+2.039s,14
15,16,Vitantonio Liuzzi,Force India Mercedes,+2.840s,16
22,17,Nick Heidfeld,Sauber Ferrari,+2.988s,15
23,18,Kamui Kobayashi,Sauber Ferrari,+2.999s,17
24,19,Timo Glock,Virgin Cosworth,+4.312s,14
19,20,Heikki Kovalainen,Lotus Cosworth,+5.118s,15
25,21,Lucas di Grassi,Virgin Cosworth,+5.269s,15
18,22,Jarno Trulli,Lotus Cosworth,+5.653s,17
20,23,Christian Klien,HRT Cosworth,+6.798s,16
21,24,Bruno Senna,HRT Cosworth,+7.339s,16
