,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Mark Webber,Red Bull Racing Renault,78,1:16.234,157.724
1,2,Sebastian Vettel,Red Bull Racing Renault,78,1:16.267,157.656
4,3,Jenson Button,McLaren Mercedes,78,1:16.463,157.252
5,4,Fernando Alonso,Ferrari,77,1:16.471,157.236
3,5,Lewis Hamilton,McLaren Mercedes,54,1:17.847,154.456
9,6,Nick Heidfeld,Renault,77,1:17.857,154.436
16,7,Kamui Kobayashi,Sauber Ferrari,76,1:18.308,153.547
11,8,Rubens Barrichello,Williams Cosworth,76,1:18.584,153.008
19,9,Jaime Alguersuari,STR Ferrari,59,1:18.608,152.961
8,10,Nico Rosberg,Mercedes,56,1:18.699,152.784
15,11,Paul di Resta,Force India Mercedes,75,1:18.724,152.736
18,12,Sebastien Buemi,STR Ferrari,77,1:18.832,152.526
14,13,Adrian Sutil,Force India Mercedes,77,1:18.872,152.449
12,14,Pastor Maldonado,Williams Cosworth,62,1:18.904,152.387
7,15,Michael Schumacher,Mercedes,30,1:19.801,150.674
10,16,Vitaly Petrov,Renault,57,1:20.058,150.191
6,17,Felipe Massa,Ferrari,16,1:20.202,149.921
20,18,Heikki Kovalainen,Lotus Renault,54,1:20.678,149.036
21,19,Jarno Trulli,Lotus Renault,66,1:21.277,147.938
25,20,Jerome d'Ambrosio,Virgin Cosworth,75,1:21.391,147.731
23,21,Vitantonio Liuzzi,HRT Cosworth,74,1:21.566,147.414
24,22,Timo Glock,Virgin Cosworth,30,1:22.102,146.451
22,23,Narain Karthikeyan,HRT Cosworth,74,1:22.731,145.338
