,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Mark Webber,RBR Renault,53,1:37.054,205.605
8,2,Fernando Alonso,Ferrari,41,1:37.231,205.230
16,3,Sebastien Buemi,STR Ferrari,54,1:37.610,204.433
2,4,Lewis Hamilton,McLaren Mercedes,32,1:37.745,204.151
7,5,Felipe Massa,Ferrari,48,1:37.784,204.070
5,6,Sebastian Vettel,RBR Renault,53,1:37.813,204.009
11,7,Robert Kubica,Renault,55,1:38.074,203.466
4,8,Nico Rosberg,Mercedes,53,1:38.129,203.352
14,9,Adrian Sutil,Force India Mercedes,55,1:38.160,203.288
1,10,Jenson Button,McLaren Mercedes,49,1:38.501,202.584
10,11,Nico Hulkenberg,Williams Cosworth,51,1:39.124,201.311
9,12,Rubens Barrichello,Williams Cosworth,46,1:39.428,200.695
17,13,Jaime Alguersuari,STR Ferrari,44,1:39.489,200.572
12,14,Vitaly Petrov,Renault,32,1:40.693,198.174
3,15,Michael Schumacher,Mercedes,9,1:42.084,195.474
15,16,Vitantonio Liuzzi,Force India Mercedes,9,1:42.594,194.502
19,17,Heikki Kovalainen,Lotus Cosworth,44,1:42.701,194.299
25,18,Lucas di Grassi,Virgin Cosworth,28,1:43.224,193.315
23,19,Kamui Kobayashi,Sauber Ferrari,6,1:43.340,193.098
18,20,Jarno Trulli,Lotus Cosworth,31,1:43.753,192.329
20,21,Karun Chandhok,HRT Cosworth,40,1:44.790,190.426
21,22,Bruno Senna,HRT Cosworth,39,1:45.334,189.443
24,23,Timo Glock,Virgin Cosworth,2,1:46.388,187.566
