,Position,Driver,Car,Laps,Time,Points
5,1,Sebastian Vettel,RBR Renault,56,1:33:48.412,25
6,2,Mark Webber,RBR Renault,56,+4.849s,18
4,3,Nico Rosberg,Mercedes,56,+13.504s,15
11,4,Robert Kubica,Renault,56,+18.589s,12
14,5,Adrian Sutil,Force India Mercedes,56,+21.059s,10
2,6,Lewis Hamilton,McLaren Mercedes,56,+23.471s,8
7,7,Felipe Massa,Ferrari,56,+27.068s,6
1,8,Jenson Button,McLaren Mercedes,56,+37.918s,4
17,9,Jaime Alguersuari,STR Ferrari,56,+70.602s,2
10,10,Nico Hulkenberg,Williams Cosworth,56,+73.399s,1
16,11,Sebastien Buemi,STR Ferrari,56,+78.938s,0
9,12,Rubens Barrichello,Williams Cosworth,55,+1 lap,0
8,13,Fernando Alonso,Ferrari,54,DNF,0
25,14,Lucas di Grassi,Virgin Cosworth,53,+3 laps,0
20,15,Karun Chandhok,HRT Cosworth,53,+3 laps,0
21,16,Bruno Senna,HRT Cosworth,52,+4 laps,0
18,17,Jarno Trulli,Lotus Cosworth,51,+5 laps,0
19,NC,Heikki Kovalainen,Lotus Cosworth,46,+10 laps,0
12,NC,Vitaly Petrov,Renault,32,DNF,0
15,NC,Vitantonio Liuzzi,Force India Mercedes,12,DNF,0
3,NC,Michael Schumacher,Mercedes,9,DNF,0
23,NC,Kamui Kobayashi,Sauber Ferrari,8,DNF,0
24,NC,Timo Glock,Virgin Cosworth,2,DNF,0
22,NC,Pedro de la Rosa,Sauber Ferrari,,DNS,0
