,Position,Driver,Car,Time / Gap,Laps
2,1,Lewis Hamilton,McLaren Mercedes,1:34.921,19
4,2,Nico Rosberg,Mercedes,+0.185s,19
1,3,Jenson Button,McLaren Mercedes,+0.286s,25
3,4,Michael Schumacher,Mercedes,+0.304s,14
11,5,Robert Kubica,Renault,+0.481s,22
6,6,Mark Webber,RBR Renault,+0.558s,22
14,7,Adrian Sutil,Force India Mercedes,+1.034s,20
8,8,Fernando Alonso,Ferrari,+1.038s,20
5,9,Sebastian Vettel,RBR Renault,+1.122s,19
16,10,Sebastien Buemi,STR Ferrari,+1.179s,20
7,11,Felipe Massa,Ferrari,+1.530s,22
23,12,Kamui Kobayashi,Sauber Ferrari,+1.582s,28
17,13,Jaime Alguersuari,STR Ferrari,+1.724s,18
12,14,Vitaly Petrov,Renault,+1.791s,9
15,15,Paul di Resta,Force India Mercedes,+1.970s,25
22,16,Pedro de la Rosa,Sauber Ferrari,+1.978s,24
10,17,Nico Hulkenberg,Williams Cosworth,+2.881s,27
9,18,Rubens Barrichello,Williams Cosworth,+3.357s,18
18,19,Jarno Trulli,Lotus Cosworth,+4.539s,21
24,20,Timo Glock,Virgin Cosworth,+4.834s,17
25,21,Lucas di Grassi,Virgin Cosworth,+5.238s,25
19,22,Fairuz Fauzy,Lotus Cosworth,+5.800s,19
21,23,Bruno Senna,HRT Cosworth,+6.911s,27
20,24,Karun Chandhok,HRT Cosworth,+7.045s,24
