,Position,Driver,Car,Time
15,1,Alain Prost,Renault,1:24.840
28,2,Rene Arnoux,Ferrari,1:25.182
16,3,Eddie  Cheever,Renault,1:26.279
27,4,Patrick Tambay,Ferrari,1:26.298
1,5,Keke Rosberg,Williams Ford,1:26.307
5,6,Nelson Piquet,Brabham BMW,1:27.273
22,7,Andrea de Cesaris,Alfa Romeo,1:27.680
2,8,Jacques Laffite,Williams Ford,1:27.726
25,9,Jean-Pierre Jarier,Ligier Ford,1:27.906
35,10,Derek Warwick,Toleman Hart,1:28.017
3,11,Michele Alboreto,Tyrrell Ford,1:28.256
29,12,Marc Surer,Arrows Ford,1:28.346
23,13,Mauro Baldi,Alfa Romeo,1:28.639
12,14,Nigel Mansell,Lotus Ford,1:28.721
30,15,Chico Serra,Arrows Ford,1:28.784
9,16,Manfred Winkelhock,ATS BMW,1:28.975
6,17,Riccardo Patrese,Brabham BMW,1:29.200
26,18,Raul Boesel,Ligier Ford,1:29.222
11,19,Elio de Angelis,Lotus Renault,1:29.518
4,20,Danny Sullivan,Tyrrell Ford,1:29.530
36,NC,Bruno Giacomelli,Toleman Hart,1:29.552
8,NC,Niki Lauda,McLaren Ford,1:29.898
7,NC,John Watson,McLaren Ford,1:30.283
31,NC,Corrado Fabi,Osella Ford,1:30.495
17,NC,Eliseo Salazar,RAM Ford,1:31.229
32,NC,Piercarlo Ghinzani,Osella Alfa Romeo,1:35.572
