,Position,Driver,Car,Laps,Time,Points
5,1,Damon Hill,Williams Renault,63,1:35:26.156,10
1,2,Michael Schumacher,Ferrari,63,+16.460s,6
4,3,Gerhard Berger,Benetton Renault,63,+46.891s,4
2,4,Eddie Irvine,Ferrari,63,+61.583s,3
11,5,Rubens Barrichello,Jordan Peugeot,63,+78.490s,2
3,6,Jean Alesi,Benetton Renault,62,+1 lap,1
10,7,Pedro Diniz,Ligier Mugen Honda,62,+1 lap,0
7,8,Mika Hakkinen,McLaren Mercedes,61,DNF,0
20,9,Pedro Lamy,Minardi Ford,61,+2 laps,0
22,10,Luca Badoer,Forti Ford,59,+4 laps,0
6,11,Jacques Villeneuve,Williams Renault,57,DNF,0
9,NC,Olivier Panis,Ligier Mugen Honda,54,DNF,0
18,NC,Ukyo Katayama,Tyrrell Yamaha,45,DNF,0
8,NC,David Coulthard,McLaren Mercedes,44,DNF,0
16,NC,Ricardo Rosset,Footwork Hart,40,DNF,0
17,NC,Jos Verstappen,Footwork Hart,38,DNF,0
12,NC,Martin Brundle,Jordan Peugeot,36,DNF,0
15,NC,Heinz-Harald Frentzen,Sauber Ford,32,DNF,0
21,NC,Giancarlo Fisichella,Minardi Ford,30,DNF,0
14,NC,Johnny Herbert,Sauber Ford,25,DNF,0
19,NC,Mika Salo,Tyrrell Yamaha,23,DNF,0
