,Position,Driver,Car,Time
1,1,Michael Schumacher,Ferrari,1:26.890
5,2,Damon Hill,Williams Renault,1:27.105
6,3,Jacques Villeneuve,Williams Renault,1:27.220
8,4,David Coulthard,McLaren Mercedes,1:27.688
3,5,Jean Alesi,Benetton Renault,1:28.009
2,6,Eddie Irvine,Ferrari,1:28.205
4,7,Gerhard Berger,Benetton Renault,1:28.336
19,8,Mika Salo,Tyrrell Yamaha,1:28.423
11,9,Rubens Barrichello,Jordan Peugeot,1:28.632
15,10,Heinz-Harald Frentzen,Sauber Ford,1:28.785
7,11,Mika Hakkinen,McLaren Mercedes,1:29.079
12,12,Martin Brundle,Jordan Peugeot,1:29.099
9,13,Olivier Panis,Ligier Mugen Honda,1:29.472
17,14,Jos Verstappen,Footwork Hart,1:29.539
14,15,Johnny Herbert,Sauber Ford,1:29.541
18,16,Ukyo Katayama,Tyrrell Yamaha,1:29.892
10,17,Pedro Diniz,Ligier Mugen Honda,1:29.989
20,18,Pedro Lamy,Minardi Ford,1:30.471
21,19,Giancarlo Fisichella,Minardi Ford,1:30.814
16,20,Ricardo Rosset,Footwork Hart,1:31.316
22,21,Luca Badoer,Forti Ford,1:32.037
