,Position,Driver,Car,Time / Gap,Laps
5,1,Damon Hill,Williams Renault,1:27.092,30
1,2,Michael Schumacher,Ferrari,+0.003s,18
6,3,Jacques Villeneuve,Williams Renault,+0.185s,27
8,4,David Coulthard,McLaren Mercedes,+0.485s,27
7,5,Mika Hakkinen,McLaren Mercedes,+0.722s,27
2,6,Eddie Irvine,Ferrari,+0.968s,27
4,7,Gerhard Berger,Benetton Renault,+1.052s,28
11,8,Rubens Barrichello,Jordan Peugeot,+1.072s,28
3,9,Jean Alesi,Benetton Renault,+1.188s,26
19,10,Mika Salo,Tyrrell Yamaha,+1.271s,24
12,11,Martin Brundle,Jordan Peugeot,+1.489s,23
9,12,Olivier Panis,Ligier Mugen Honda,+1.601s,17
15,13,Heinz-Harald Frentzen,Sauber Ford,+1.656s,26
14,14,Johnny Herbert,Sauber Ford,+1.702s,30
18,15,Ukyo Katayama,Tyrrell Yamaha,+2.414s,29
21,16,Giancarlo Fisichella,Minardi Ford,+3.418s,25
17,17,Jos Verstappen,Footwork Hart,+3.565s,12
20,18,Pedro Lamy,Minardi Ford,+3.708s,26
16,19,Ricardo Rosset,Footwork Hart,+3.741s,30
10,20,Pedro Diniz,Ligier Mugen Honda,+3.877s,21
22,21,Luca Badoer,Forti Ford,+4.116s,30
23,22,Andrea Montermini,Forti Ford,+7.492s,8
