,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:28.831,28
11,2,Rubens Barrichello,Jordan Peugeot,+0.615s,30
6,3,Jacques Villeneuve,Williams Renault,+1.090s,30
7,4,Mika Hakkinen,McLaren Mercedes,+1.153s,24
9,5,Olivier Panis,Ligier Mugen Honda,+1.319s,31
5,6,Damon Hill,Williams Renault,+1.584s,28
8,7,David Coulthard,McLaren Mercedes,+1.589s,23
2,8,Eddie Irvine,Ferrari,+1.599s,17
15,9,Heinz-Harald Frentzen,Sauber Ford,+1.631s,23
14,10,Johnny Herbert,Sauber Ford,+1.739s,26
12,11,Martin Brundle,Jordan Peugeot,+2.101s,23
17,12,Jos Verstappen,Footwork Hart,+2.351s,23
3,13,Jean Alesi,Benetton Renault,+2.682s,24
4,14,Gerhard Berger,Benetton Renault,+2.823s,27
19,15,Mika Salo,Tyrrell Yamaha,+3.139s,30
16,16,Ricardo Rosset,Footwork Hart,+3.732s,27
21,17,Giancarlo Fisichella,Minardi Ford,+4.175s,29
18,18,Ukyo Katayama,Tyrrell Yamaha,+4.546s,22
20,19,Pedro Lamy,Minardi Ford,+4.608s,27
23,20,Andrea Montermini,Forti Ford,+7.221s,20
22,21,Luca Badoer,Forti Ford,+9.132s,8
10,22,Pedro Diniz,Ligier Mugen Honda,+22.934s,10
