,Position,Driver,Car,Time / Gap,Laps
7,1,Jarno Trulli,Renault,1:26.928,23
17,2,Jenson Button,BAR Honda,+0.487s,30
8,3,Fernando Alonso,Renault,+0.496s,29
1,4,Michael Schumacher,Ferrari,+0.589s,23
2,5,Rubens Barrichello,Ferrari,+0.630s,27
3,6,Juan Pablo Montoya,Williams BMW,+0.772s,32
4,7,Ralf Schumacher,Williams BMW,+0.886s,29
9,8,Nick Heidfeld,Sauber Petronas,+1.121s,18
5,9,David Coulthard,McLaren Mercedes,+1.162s,18
21,10,Cristiano da Matta,Toyota,+1.249s,23
20,11,Olivier Panis,Toyota,+1.432s,29
14,12,Mark Webber,Jaguar Cosworth,+1.493s,26
16,13,Jacques Villeneuve,BAR Honda,+1.581s,16
6,14,Kimi Räikkönen,McLaren Mercedes,+1.636s,10
10,15,Heinz-Harald Frentzen,Sauber Petronas,+1.662s,27
11,16,Giancarlo Fisichella,Jordan Ford,+1.691s,28
12,17,Ralph Firman,Jordan Ford,+2.886s,26
15,18,Antonio Pizzonia,Jaguar Cosworth,+3.623s,10
18,19,Justin Wilson,Minardi Cosworth,+3.929s,20
19,20,Jos Verstappen,Minardi Cosworth,+4.138s,19
