,Position,Driver,Car,Laps,Time,Points
2,1,Jochen Rindt,Lotus Ford,50,1:42:00.300,9
10,2,Jacky Ickx,Ferrari,50,+0.700s,6
4,3,Denny Hulme,McLaren Ford,50,+81.800s,4
17,4,Emerson Fittipaldi,Lotus Ford,50,+115.100s,3
21,5,Rolf Stommelen,Brabham Ford,49,+1 lap,2
14,6,Henri Pescarolo,Matra,49,+1 lap,1
23,7,Francois  Cevert ,March Ford,49,+1 lap,0
12,8,Jo Siffert,March Ford,47,DNF,0
7,9,John Surtees,Surtees Ford,46,DNF,0
9,NC,Graham Hill,Lotus Ford,37,DNF,0
5,NC,Chris Amon,March Ford,34,DNF,0
15,NC,Clay Regazzoni,Ferrari,30,DNF,0
16,NC,John   Miles,Lotus Ford,24,DNF,0
1,NC,Jackie Stewart,March Ford,20,DNF,0
11,NC,Mario Andretti,March Ford,15,DNF,0
22,NC,Ronnie Peterson,March Ford,11,DNF,0
6,NC,Pedro Rodriguez,BRM,7,DNF,0
18,NC,Jackie Oliver,BRM,5,DNF,0
3,NC,Jack Brabham,Brabham Ford,4,DNF,0
8,NC,Jean-Pierre Beltoise,Matra,4,DNF,0
24,NC,Peter  Gethin ,McLaren Ford,3,DNF,0
