,Position,Driver,Car,Time
10,1,Jacky Ickx,Ferrari,1:59.500
2,2,Jochen Rindt,Lotus Ford,1:59.700
15,3,Clay Regazzoni,Ferrari,1:59.800
12,4,Jo Siffert,March Ford,2:00.000
14,5,Henri Pescarolo,Matra,2:00.500
5,6,Chris Amon,March Ford,2:00.900
1,7,Jackie Stewart,Tyrrell Ford,2:01.000
6,8,Pedro Rodriguez,BRM,2:01.100
11,9,Mario Andretti,March Ford,2:01.500
16,10,John   Miles,Lotus Ford,2:01.600
21,11,Rolf Stommelen,Brabham Ford,2:01.600
3,12,Jack Brabham,Brabham Ford,2:02.000
17,13,Emerson Fittipaldi,Lotus Ford,2:02.000
23,14,Francois  Cevert ,Tyrrell Ford,2:02.100
7,15,John Surtees,McLaren Ford,2:02.100
4,16,Denny Hulme,McLaren Alfa Romeo,2:02.100
24,17,Peter  Gethin ,McLaren Alfa Romeo,2:02.200
18,18,Jackie Oliver,BRM,2:02.300
22,19,Ronnie Peterson,March Ford,2:02.400
9,20,Graham Hill,Lotus Ford,2:03.000
8,21,Jean-Pierre Beltoise,Matra,2:05.200
