,Position,Driver,Car,Time
5,1,Nigel Mansell,Williams Renault,1:50.545
1,2,Ayrton Senna,McLaren Honda,1:52.743
19,3,Michael Schumacher,Benetton Ford,1:53.221
6,4,Riccardo Patrese,Williams Renault,1:53.557
27,5,Jean Alesi,Ferrari,1:54.438
2,6,Gerhard Berger,McLaren Honda,1:54.642
25,7,Thierry Boutsen,Ligier Renault,1:54.654
11,8,Mika Hakkinen,Lotus Ford,1:54.812
20,9,Martin Brundle,Benetton Ford,1:54.973
12,10,Johnny Herbert,Lotus Ford,1:55.027
15,11,Gabriele Tarquini,Fondmetal Ford,1:55.965
28,12,Ivan Capelli,Ferrari,1:56.075
4,13,Andrea de Cesaris,Tyrrell Ilmor,1:56.111
9,14,Michele Alboreto,Footwork Mugen Honda,1:56.282
14,15,Eric van de Poele,Fondmetal Ford,1:56.674
21,16,Jyrki Jarvilehto,Dallara Ferrari,1:56.809
32,17,Stefano Modena,Jordan Yamaha,1:56.889
16,18,Karl Wendlinger,March Ilmor,1:57.039
22,19,Pierluigi Martini,Dallara Ferrari,1:57.267
29,20,Bertrand Gachot,Venturi Lamborghini,1:57.330
17,21,Emanuele Naspetti,March Ilmor,1:57.794
3,22,Olivier Grouillard,Tyrrell Ilmor,1:57.818
24,23,Gianni Morbidelli,Minardi Lamborghini,1:58.126
33,24,Mauricio Gugelmin,Jordan Yamaha,1:58.499
10,25,Aguri Suzuki,Footwork Mugen Honda,1:58.826
30,26,Ukyo Katayama,Venturi Lamborghini,1:59.383
23,27,Christian Fittipaldi,Minardi Lamborghini,1:59.626
34,28,Roberto Moreno,Moda Judd,2:05.096
35,29,Perry McCarthy,Moda Judd,2:15.050
