,Position,Driver,Car,Time / Gap,Laps
3,1,Juan Pablo Montoya,Williams BMW,1:12.547,11
38,2,Ryan Briscoe,Toyota,+0.067s,25
4,3,Ralf Schumacher,Williams BMW,+0.326s,12
6,4,Kimi Räikkönen,McLaren Mercedes,+0.603s,4
35,5,Anthony Davidson,BAR Honda,+0.685s,22
5,6,David Coulthard,McLaren Mercedes,+0.730s,6
16,7,Jarno Trulli,Toyota,+0.965s,15
10,8,Takuma Sato,BAR Honda,+1.292s,10
2,9,Rubens Barrichello,Ferrari,+1.308s,13
8,10,Fernando Alonso,Renault,+1.443s,12
1,11,Michael Schumacher,Ferrari,+1.495s,13
11,12,Giancarlo Fisichella,Sauber Petronas,+1.571s,14
14,13,Mark Webber,Jaguar Cosworth,+1.600s,9
9,14,Jenson Button,BAR Honda,+1.640s,13
17,15,Ricardo Zonta,Toyota,+1.660s,14
12,16,Felipe Massa,Sauber Petronas,+1.932s,13
7,17,Jacques Villeneuve,Renault,+2.038s,13
39,18,Robert Doornbos,Jordan Ford,+2.419s,27
37,19,Bjorn Wirdheim,Jaguar Cosworth,+2.518s,24
18,20,Nick Heidfeld,Jordan Ford,+2.867s,12
15,21,Christian Klien,Jaguar Cosworth,+2.929s,15
21,22,Zsolt Baumgartner,Minardi Cosworth,+2.943s,12
19,23,Timo Glock,Jordan Ford,+3.100s,18
20,24,Gianmaria Bruni,Minardi Cosworth,+3.859s,13
40,25,Bas Leinders,Minardi Cosworth,,1
